"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_VIC01_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000153391",0.00137747247602565,1,5,0,0.0714297298446958,1,1
"ENSG00000147419",0.0133429906689461,1,6,0,-0.0714285970495549,1,1
"ENSG00000090238",0.0285833933969907,1,5,0,-0.0712321265944645,1,1
"ENSG00000196419",3.99152262811723e-10,1,5,0,0.0709187099051094,1,1
"ENSG00000213928",0.000141168059822557,1,4,0,-0.070767662757456,1,1
"ENSG00000119888",1.33714120719222e-07,1,3,0,0.0701057018333117,1,1
"ENSG00000213585",5.29442085826316e-12,1,4,0,0.0698704976838125,1,1
"ENSG00000125611",0.00767705039973927,1,3,0,0.0691422588480145,1,1
"ENSG00000079462",0.00110475081533415,1,5,0,-0.0689000827354288,1,1
"ENSG00000155096",0.0259324354776885,0,2,2,-0.0684892560102641,1,1
"ENSG00000170421",2.86856398484618e-06,1,3,0,0.0681962195880362,1,1
"ENSG00000175110",0.00445773330100467,1,3,0,-0.0681887113025687,1,1
"ENSG00000141101",0.0103444965151578,1,3,0,0.0679999154574218,1,1
"ENSG00000089053",0.00480143853342057,1,4,0,0.0678520831857252,1,1
"ENSG00000181019",0.0214016258186863,1,3,0,-0.0671261588673038,1,1
"ENSG00000170632",0.00512479365432563,1,7,0,-0.0667360598619969,1,1
"ENSG00000106541",0.00117631200542085,1,3,0,-0.0663113327202985,1,1
"ENSG00000105618",3.0076744196105e-05,1,3,0,0.0655969637957337,1,1
"ENSG00000159713",1.54546674311869e-14,1,3,0,-0.0648882842846982,1,1
"ENSG00000122490",0.00279335954436371,1,7,0,-0.0646746070866227,1,1
"ENSG00000145287",1.6969002089063e-11,1,6,0,0.0645577474722656,1,1
"ENSG00000140280",0.0221039415572601,1,4,0,0.0642589461380586,1,1
"ENSG00000183172",0.0273728623535534,1,3,0,-0.0637495270527712,1,1
"ENSG00000100106",6.10144179729906e-05,1,4,0,-0.063551822441383,1,1
"ENSG00000163453",0.00638394138534951,0,2,2,0.0632920164081118,1,1
"ENSG00000134339",0.000610074907584072,1,3,0,0.0616679304590039,1,1
"ENSG00000161981",2.64666633899656e-05,1,3,0,0.0612942639851463,1,1
"ENSG00000108528",0.0218432748685905,1,3,0,0.0608226256013815,1,1
"ENSG00000178149",0.0326331811103904,1,4,0,0.0604704479666884,1,1
"ENSG00000160310",0.000274827246302221,1,5,0,-0.060301561645176,1,1
"ENSG00000135486",1.19235210543947e-17,1,5,0,0.0602479778912326,1,1
"ENSG00000163875",2.1040576302918e-05,1,4,0,-0.0593351798278013,1,1
"ENSG00000123136",0.0493392964199971,1,3,0,-0.0592296115839683,1,1
"ENSG00000118418",0.023058608921106,0,2,2,0.0588139908505106,1,1
"ENSG00000165672",0.00250249880075869,0,2,2,0.0587991343206571,1,1
"ENSG00000198074",3.23401918332989e-06,1,3,0,-0.0583073217898882,1,1
"ENSG00000162896",0.0345360594179243,1,3,0,0.0579738165054682,1,1
"ENSG00000136521",8.92043952652331e-09,1,3,0,0.0577035498410019,1,1
"ENSG00000105993",0.0223723299234181,0,2,2,0.0572239376483582,1,1
"ENSG00000250722",0.0387856862499469,0,2,2,0.0567176935811746,1,1
"ENSG00000196531",1.64921684577808e-05,1,3,0,0.0566489941129233,1,1
"ENSG00000172270",7.37965375722829e-06,1,3,0,-0.0563714375423855,1,1
"ENSG00000187514",6.59734448276018e-09,0,2,2,-0.0561699899879654,1,1
"ENSG00000143621",0.0102139996690423,0,2,2,-0.0552050329822575,1,1
"ENSG00000140391",0.000939455313241449,0,2,2,0.0540645895002668,1,1
"ENSG00000167792",0.00193651612009079,1,3,0,0.053745829553527,1,1
"ENSG00000198356",0.00102691048354607,1,3,0,-0.0515140887608562,1,1
"ENSG00000213719",0.0359110312754885,1,5,0,0.0485438074622489,1,1
"ENSG00000196139",6.51831857099424e-08,0,2,2,-0.047762593056858,1,1
