"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_UK_72hpi_child_Infected-Secretory_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000146733",0.000215024602959789,1,5,0,-0.264705877854037,1,1
"ENSG00000157978",0.0120359144551301,0.00827115059485265,3,1,0.264470735743223,1,1
"ENSG00000226067",4.4895707630903e-07,1,10,0,0.264464961453725,1,1
"ENSG00000108244",1.63584944738316e-25,4.25749145388601e-19,4,2,0.264410029939591,1,1
"ENSG00000110619",0.000340739308521225,1,6,0,-0.263871608635005,1,1
"ENSG00000124370",0.000398472411459596,0.799009006982124,4,0,-0.263594306401091,1,1
"ENSG00000130592",0.015040547464471,0,2,2,0.263560810474406,1,1
"ENSG00000153789",0.00227511247435913,0.90456706283321,6,0,-0.263492896963085,1,1
"ENSG00000115241",3.87306930340273e-16,1,3,0,0.262811563129933,1,1
"ENSG00000103275",9.8981141438054e-10,1,8,0,0.262782260321529,1,1
"ENSG00000112561",0.00872030742151796,1,7,0,-0.262082935030102,1,0.833333333333333
"ENSG00000139546",0.0276514900856005,0.740828343609098,5,0,0.261857805809792,1,1
"ENSG00000134779",7.70429302469657e-15,1,11,0,0.261856374229799,1,1
"ENSG00000159346",3.29632949950093e-05,0.0289832413153644,3,1,0.261727932094762,1,1
"ENSG00000136682",3.11751207595852e-17,0.0359485554633466,9,1,-0.261459976189917,1,1
"ENSG00000145736",0.00174081224721392,1,10,0,0.26086956429539,1,1
"ENSG00000232677",3.64926214770616e-05,0.524952881297897,8,0,-0.260869101276035,1,1
"ENSG00000167523",7.45192807689244e-05,1,9,0,0.260573823326299,1,1
"ENSG00000137575",9.00511868539949e-10,1,5,0,-0.260031937949075,1,1
"ENSG00000136147",0.000127618041277609,0.112259587720222,5,0,0.259684426101394,1,1
"ENSG00000167671",0.024777689915362,0.00564235865409154,4,1,0.258761313701594,1,1
"ENSG00000123358",1.59134957906549e-06,0.27682367716737,9,0,-0.258625884646184,1,1
"ENSG00000137767",5.16584099706954e-12,0.836165333808026,4,0,0.258550363621922,1,1
