"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Basal_UK_72hpi_child_Infected-Basal_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000231566"	"ENSG00000231566"	1.84823263931873e-15	0.0215765210259537	4	1	-0.882700563369502	1	0.833333333333333
"ENSG00000121749"	"ENSG00000121749"	0.004041319049199	0.0221140988666763	4	1	0.393938940828909	1	1
"ENSG00000065054"	"ENSG00000065054"	5.06183596421071e-06	0.0224712921158948	8	1	0.219096307467674	1	1
"ENSG00000130702"	"ENSG00000130702"	1.2411842439218e-26	0.0225767268387121	9	1	-0.404023537680616	1	1
"ENSG00000130816"	"ENSG00000130816"	7.6323314129095e-18	0.0226380567379281	7	1	0.393873213476976	1	1
"ENSG00000204220"	"ENSG00000204220"	8.84045987835615e-06	0.0229832752237239	5	1	-0.224747769114751	1	1
"ENSG00000100796"	"ENSG00000100796"	1.9970762614698e-09	0.0234342107476185	7	1	-0.367526851563886	1	1
"ENSG00000160404"	"ENSG00000160404"	0.0298865402241081	0.023618198014036	3	1	-0.329342981188867	1	1
"ENSG00000186001"	"ENSG00000186001"	0.0189188581259954	0.024236866265058	4	1	-0.68288602061169	0.833333333333333	0.666666666666667
"ENSG00000114019"	"ENSG00000114019"	1.12423723403533e-05	0.0250064887391916	4	1	-0.584411207327922	1	1
"ENSG00000005486"	"ENSG00000005486"	0.000228553190719341	0.0251739189704752	7	1	-0.307848976624956	1	1
"ENSG00000138642"	"ENSG00000138642"	3.55977342327536e-11	0.0261120039881122	7	1	-0.269185247946825	1	1
"ENSG00000128383"	"ENSG00000128383"	0.00382953601737616	0.0265325139927608	5	1	0.396199143951714	1	1
"ENSG00000140905"	"ENSG00000140905"	3.44570981753159e-47	0.0275087737450859	4	1	0.646225232427346	1	1
"ENSG00000142621"	"ENSG00000142621"	0.000458475429586221	0.0277357891151942	4	1	0.464541869619388	1	0.833333333333333
"ENSG00000105700"	"ENSG00000105700"	0.000845251562278837	0.0282692878749483	3	1	-0.230982067443233	1	1
"ENSG00000135919"	"ENSG00000135919"	0.0207272469187517	0.0286421563504072	3	1	-0.358541255997947	1	1
"ENSG00000168883"	"ENSG00000168883"	0.0064640900012114	0.0288502259602502	4	1	0.479983467621069	1	0.833333333333333
"ENSG00000104131"	"ENSG00000104131"	7.97758139698195e-10	0.0295315681179201	4	1	0.443337963671391	1	1
"ENSG00000177917"	"ENSG00000177917"	0.000271214985985454	0.0297560973736619	5	1	-0.308879643769455	1	1
"ENSG00000173559"	"ENSG00000173559"	0.0360003636154591	0.0310517368639289	3	1	-0.521862608944106	1	0.833333333333333
"ENSG00000177963"	"ENSG00000177963"	3.765677664759e-15	0.0311734366440199	6	1	-0.631486084844459	1	1
"ENSG00000072518"	"ENSG00000072518"	0.00238162959886034	0.0316630577642646	5	1	-0.371212060205222	1	1
"ENSG00000170291"	"ENSG00000170291"	1.19928198029816e-06	0.031945853529057	10	1	0.181836675757684	1	1
"ENSG00000070190"	"ENSG00000070190"	0.00149163565427215	0.0341969560176678	3	1	0.368708436762739	1	1
"ENSG00000166946"	"ENSG00000166946"	0.019959297156364	0.0348382191236228	4	1	-0.140754862663721	1	1
"ENSG00000132680"	"ENSG00000132680"	9.45718967761563e-05	0.0349872016557455	3	1	0.43755216458474	1	1
"ENSG00000155868"	"ENSG00000155868"	0.006242921461059	0.0351673657948965	3	1	-0.255274338660609	1	1
"ENSG00000257621"	"ENSG00000257621"	1.1138004515537e-16	0.0352255458266174	6	1	0.32381473592613	1	1
"ENSG00000134108"	"ENSG00000134108"	0.0441456433795353	0.0353949865523093	3	2	-0.307623266891356	1	1
"ENSG00000132463"	"ENSG00000132463"	0.000147295695879103	0.0356592257488028	9	1	-0.344004843133046	1	0.833333333333333
"ENSG00000196507"	"ENSG00000196507"	0.00613817816647844	0.0357376964302542	3	1	0.253294354810639	1	1
"ENSG00000264230"	"ENSG00000264230"	6.79163556006452e-05	0.0361957556915366	4	1	-0.221849262731815	1	1
"ENSG00000014216"	"ENSG00000014216"	1.5401811469687e-06	0.0372745154629888	5	1	0.180736363873735	1	1
"ENSG00000196275"	"ENSG00000196275"	0.036107417631718	0.0372761766310747	3	1	0.525701156878582	0.833333333333333	0.833333333333333
"ENSG00000116977"	"ENSG00000116977"	0.000650228966335783	0.0374201116208901	4	1	0.437499568112109	1	1
"ENSG00000088970"	"ENSG00000088970"	0.00703744600699338	0.0383024619582927	3	1	-0.380746630992695	1	1
"ENSG00000054282"	"ENSG00000054282"	0.0345329543302904	0.0390534009984339	3	1	0.511070086651481	0.833333333333333	0.666666666666667
"ENSG00000122877"	"ENSG00000122877"	1.5497862277783e-05	0.0391842052000283	4	1	0.625787554031028	1	0.833333333333333
"ENSG00000158483"	"ENSG00000158483"	0.000678842891237929	0.0391912029413446	5	1	0.384615384615384	1	1
"ENSG00000169718"	"ENSG00000169718"	1.36235101233839e-23	0.0399930991959238	4	1	-0.866707586676034	1	0.666666666666667
"ENSG00000137494"	"ENSG00000137494"	1.30860661789977e-05	0.0405597688675685	3	1	-0.793479483153198	1	0.833333333333333
"ENSG00000270647"	"ENSG00000270647"	4.24555087832974e-20	0.0410914185967094	6	1	-0.333328624489532	1	1
"ENSG00000069509"	"ENSG00000069509"	0.0231952422243446	0.0419942244431437	3	1	-0.207441231604806	1	1
"ENSG00000163597"	"ENSG00000163597"	0.00097766921251983	0.0427981693802594	5	1	-0.16753240297253	1	1
"ENSG00000164040"	"ENSG00000164040"	0.00622733618712043	0.0428274818159313	3	1	0.360363892590105	1	1
"ENSG00000157637"	"ENSG00000157637"	1.05622793042488e-09	0.0443037989923706	7	1	0.520803771530016	1	1
"ENSG00000068120"	"ENSG00000068120"	0.00374398356746016	0.0447416328658364	4	1	0.233310202144246	1	1
"ENSG00000099956"	"ENSG00000099956"	0.00235494984265875	0.0454617874317663	3	1	0.478417772114948	1	1
"ENSG00000139218"	"ENSG00000139218"	8.00488496649721e-08	0.0461282881230655	8	1	-0.22814283344217	1	1
"ENSG00000197321"	"ENSG00000197321"	1.65990676065259e-07	0.0467454570216036	5	1	-0.387191415910646	1	0.833333333333333
"ENSG00000174891"	"ENSG00000174891"	0.00190281563920873	0.0468690219662665	5	1	-0.222647956101805	1	1
"ENSG00000067057"	"ENSG00000067057"	9.64677835731605e-06	0.0485854030634101	4	1	-0.262632049951083	1	1
"ENSG00000103591"	"ENSG00000103591"	0.0430599502487638	0.0492672149889306	3	1	0.330131191185347	1	1
