"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000101191"	"ENSG00000101191"	0.0194053402673468	0.0333574956031266	3	1	-0.527611282333036	1	0.666666666666667
"ENSG00000016602"	"ENSG00000016602"	3.30006382757314e-06	0.0339084311773313	4	1	-0.826551479070702	1	0.666666666666667
"ENSG00000156515"	"ENSG00000156515"	0.00206543193592975	0.034523525132783	3	1	0.310878051343152	1	1
"ENSG00000244879"	"ENSG00000244879"	0.0213339235960465	0.0348549037035938	7	1	-0.441472830033772	1	1
"ENSG00000197461"	"ENSG00000197461"	0.000274008250812759	0.0349989544090182	5	1	0.382881667151007	1	0.833333333333333
"ENSG00000175221"	"ENSG00000175221"	1.11929596304928e-10	0.0352157389093688	4	1	0.656519521912169	1	1
"ENSG00000104611"	"ENSG00000104611"	5.58442153183963e-12	0.0352813350506328	7	1	-0.298883982770416	1	1
"ENSG00000185033"	"ENSG00000185033"	1.31505929678325e-19	0.0361131234305764	4	1	0.830471113656661	1	0.833333333333333
"ENSG00000214113"	"ENSG00000214113"	0.028709528695955	0.0362062049380222	4	1	0.346312066629526	1	1
"ENSG00000185499"	"ENSG00000185499"	2.63910235424013e-14	0.0363103299142006	6	1	0.422650598777544	1	1
"ENSG00000012061"	"ENSG00000012061"	4.56364338653234e-08	0.0372908845081004	8	1	0.346938279331013	1	1
"ENSG00000183426"	"ENSG00000183426"	4.05962765589943e-06	0.037732417052256	4	1	-0.710793461993385	1	1
"ENSG00000178307"	"ENSG00000178307"	3.15868895205286e-11	0.0410773739448568	3	1	-0.709899050897098	1	0.833333333333333
"ENSG00000104164"	"ENSG00000104164"	1.2482581862666e-09	0.0431796075342494	5	1	-0.688215150397417	1	1
"ENSG00000109065"	"ENSG00000109065"	0.00229496265460478	0.04328821485173	4	1	0.470361867420431	0.833333333333333	0.833333333333333
"ENSG00000133142"	"ENSG00000133142"	7.77559364923096e-09	0.0433574984495705	6	1	-0.178994864199224	1	1
"ENSG00000204852"	"ENSG00000204852"	1.4216467620576e-10	0.0438050590788396	8	1	-0.391246832898329	1	1
"ENSG00000143502"	"ENSG00000143502"	0.0304174545063905	0.0450495003871452	5	1	-0.456529972737413	1	1
"ENSG00000175826"	"ENSG00000175826"	0.015537028398362	0.0450643272803372	4	1	0.227973491041039	1	1
"ENSG00000232677"	"ENSG00000232677"	0.00787527291054981	0.0451979172572876	6	1	0.217423112589346	1	1
"ENSG00000134108"	"ENSG00000134108"	0.00039880174451084	0.0455880717133261	4	1	0.478027289100123	1	1
"ENSG00000174243"	"ENSG00000174243"	3.7607520488225e-13	0.0462335662299429	4	1	0.369373595880183	1	1
"ENSG00000143224"	"ENSG00000143224"	0.00250054102441981	0.0469300253260753	8	1	0.315334075180592	1	1
"ENSG00000124733"	"ENSG00000124733"	0.0114257477124524	0.0481606330673486	3	1	-0.2237461884144	1	1
"ENSG00000115648"	"ENSG00000115648"	0.0246082812970856	0.0483241248613827	7	1	0.196129655376802	1	1
"ENSG00000068903"	"ENSG00000068903"	0.0243824998001501	0.0484084495597617	3	1	-0.439832405075471	0.833333333333333	0.666666666666667
"ENSG00000067113"	"ENSG00000067113"	2.54808691586611e-10	0.0485536567751728	6	1	0.43136472720935	1	1
"ENSG00000164808"	"ENSG00000164808"	0.000898119700019579	0.0486302045509044	3	1	0.614199559954139	1	1
"ENSG00000105643"	"ENSG00000105643"	0.00552115005203213	0.0487985760792413	3	1	0.383742940762193	1	1
"ENSG00000170881"	"ENSG00000170881"	4.52698776808469e-06	0.0491040872132052	4	1	-0.622865622961626	1	0.833333333333333
"ENSG00000196576"	"ENSG00000196576"	1.22159079530498e-23	0.0493965318838557	7	1	0.569767368936966	1	1
"ENSG00000165698"	"ENSG00000165698"	6.38491469040606e-07	0.0496637566729778	4	1	0.223508551217286	1	1
