"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_child_Infected-Basal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000166946",0.0223417287025341,1,4,0,0.137337818061101,1,1
"ENSG00000188690",0.0335031456162364,1,4,0,0.135325546224426,1,1
"ENSG00000106211",4.43892754272918e-12,1,3,0,-0.133994084225259,1,1
"ENSG00000090621",0.000835619335596362,1,7,0,0.133835667713107,1,1
"ENSG00000138326",2.68716794901791e-10,1,4,0,-0.133157628392066,1,1
"ENSG00000111906",0.0207960757329954,1,6,0,0.131799881259316,1,1
"ENSG00000087842",0.00366597047285195,1,4,0,0.131376856896514,1,1
"ENSG00000099783",6.51041077019629e-07,1,8,0,-0.131277993786209,1,1
"ENSG00000185043",0.000207796826963345,0,2,2,-0.126210526106973,1,1
"ENSG00000109971",0.000137005200918484,1,3,0,-0.125014836403014,1,1
"ENSG00000182853",0.0174281064143713,1,3,0,-0.123569104384449,1,1
"ENSG00000104763",0.000359025584303381,1,8,0,0.123407556512433,1,1
"ENSG00000065154",0.0121724902012145,1,3,0,-0.12314464538057,1,1
"ENSG00000148735",0.00255269152911662,1,8,0,0.123059550186065,1,1
"ENSG00000131037",0.0074739099514997,1,5,0,-0.121950803656016,1,1
"ENSG00000042493",0.0117645475748035,1,3,0,0.121012384863015,1,1
"ENSG00000198643",5.07005527101336e-07,1,3,0,-0.120439292026316,1,1
"ENSG00000163319",0.0213480250004687,1,5,0,-0.120012355791096,1,1
"ENSG00000143819",2.28716947324467e-16,1,3,0,-0.119577109538374,1,1
"ENSG00000110958",1.76031525044138e-05,1,4,0,-0.11912685785899,1,1
"ENSG00000108654",0.00198681595367859,1,6,0,-0.117820644229935,1,1
"ENSG00000174132",2.4608899382464e-05,1,3,0,0.117048987175032,1,1
"ENSG00000172354",0.000917549784433637,1,5,0,0.115632708929409,1,0.833333333333333
"ENSG00000243836",0.0138803760203904,1,4,0,0.114436694579206,1,1
"ENSG00000060138",0.000324443714561967,1,5,0,-0.11377162444208,1,1
"ENSG00000136238",4.67251100909623e-08,1,4,0,0.111111579030879,1,1
"ENSG00000119888",0.00581297329134306,1,3,0,0.110565340114947,1,1
"ENSG00000179262",0.00241307808617583,1,4,0,0.110369824514784,1,1
"ENSG00000175334",0.0183664840090171,1,5,0,-0.11024815078412,1,1
"ENSG00000087460",5.23233596307192e-09,1,10,0,-0.109999159019862,1,1
"ENSG00000170270",0.026796824170189,1,3,0,0.109439382356418,1,1
"ENSG00000115875",1.67945929516804e-06,1,5,0,-0.106423844943521,1,1
"ENSG00000013306",0.0142821494693321,1,4,0,-0.103248256432003,1,1
"ENSG00000100353",0.0358984200681379,1,3,0,0.101167786076878,1,1
"ENSG00000132386",0.00221662480286781,1,3,0,-0.0989485089741483,1,1
"ENSG00000145287",5.52168404256147e-07,1,5,0,-0.0972225581945195,1,1
"ENSG00000053371",8.77650569766652e-06,1,4,0,0.0969314035908109,1,1
"ENSG00000172757",0.000105109206327288,1,3,0,-0.0965039139827619,1,1
"ENSG00000090238",0.044552647549302,1,6,0,0.0959195567385604,1,1
"ENSG00000159210",9.4698557555608e-05,1,3,0,-0.0932950719334153,1,1
"ENSG00000116044",1.45778826714504e-07,1,10,0,-0.092088656083557,1,1
"ENSG00000169908",0.000399366484907208,1,3,0,-0.0913870540787588,1,1
"ENSG00000100902",0.0255781515466076,1,3,0,0.0913227850390567,1,1
"ENSG00000148180",1.0972635713123e-06,1,7,0,0.0907104249823638,1,1
"ENSG00000134339",0.0256505103723856,0.40261773327504,4,0,0.0901842402133881,1,1
"ENSG00000166136",1.76031525044138e-05,1,4,0,0.0846517434007114,1,1
"ENSG00000172500",0.00100165043252792,1,4,0,-0.084286589586811,1,1
"ENSG00000156976",0.027583319870975,1,5,0,-0.0842576392903507,1,1
"ENSG00000161547",0.0229481017889964,1,5,0,-0.0840212972796386,1,1
"ENSG00000172270",0.00622661653437983,1,3,0,0.0837970209149311,1,1
"ENSG00000135821",0.0162527101315341,1,4,0,0.0837884446851593,1,1
"ENSG00000198074",6.51041077019629e-07,1,5,0,0.0818076221898667,1,1
"ENSG00000100591",0.000459020885455191,1,3,0,0.0817691717110523,1,1
"ENSG00000181019",0.00145555876840018,1,5,0,-0.0759495417185755,1,1
"ENSG00000164713",0.0138571722525771,1,3,0,-0.0745434106291355,1,1
"ENSG00000113648",0.000478836298123364,1,7,0,-0.0737658547865728,1,1
"ENSG00000196154",0.000738246853560642,1,3,0,0.0717290084918925,1,1
"ENSG00000137331",0.00101903933296716,0,2,2,-0.069801179241107,1,1
"ENSG00000135486",0.000107949350038619,1,5,0,0.0668892788975019,1,1
"ENSG00000116288",0.00225188189223507,1,3,0,-0.0638159989389906,1,1
"ENSG00000104408",0.00851344579691846,1,3,0,0.0627227237812917,1,1
"ENSG00000170421",0.00119371521374248,1,3,0,0.0562387743586299,1,1
"ENSG00000057149",7.42913055332767e-05,0,2,2,-0.0531673118220637,1,1
"ENSG00000187514",3.13883629126235e-06,1,3,0,0.0518950996206558,1,1
"ENSG00000150782",0.00353846858263793,1,3,0,0.0512195600950558,1,1
"ENSG00000166165",0.0122793574588874,0,2,2,0.0484903955093378,1,1
