"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_uninfected_child_Uninfected-Ciliated_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000182718"	"ENSG00000182718"	0.0251197054598249	0	2	2	0.0128665640192616	1	1
"ENSG00000133112"	"ENSG00000133112"	0.0162882254993823	0	2	2	0.00874399153923502	1	1
"ENSG00000164919"	"ENSG00000164919"	6.91777746303388e-287	3.38929033047095e-321	4	2	-0.851840018331413	1	1
"ENSG00000211450"	"ENSG00000211450"	6.91777746303388e-287	1.68970450877706e-320	3	1	0.935223187786856	1	1
"ENSG00000104408"	"ENSG00000104408"	6.28888860275807e-286	2.97605543353595e-244	4	1	-0.928703265424431	1	1
"ENSG00000115457"	"ENSG00000115457"	2.57501213274054e-190	1.98562185979754e-168	5	2	0.898694316322497	1	1
"ENSG00000070831"	"ENSG00000070831"	4.33172384699394e-189	5.3733023693781e-159	3	1	0.766486954279886	1	1
"ENSG00000100650"	"ENSG00000100650"	8.82452170116201e-184	3.74189668913868e-140	5	1	-0.588696602637852	1	1
"ENSG00000122026"	"ENSG00000122026"	6.91777746303388e-287	2.63817194804671e-125	3	1	-0.392336000595346	1	1
"ENSG00000104529"	"ENSG00000104529"	5.01403599173736e-126	8.54970485671427e-106	3	2	-0.425822187627149	1	1
"ENSG00000174547"	"ENSG00000174547"	1.31344672412452e-167	1.24796123727158e-100	4	1	-0.803712489426593	1	1
"ENSG00000140307"	"ENSG00000140307"	1.44897503777461e-83	1.9453894781327e-77	3	1	-0.640143664394532	1	1
"ENSG00000162896"	"ENSG00000162896"	1.41609468450927e-183	1.97704498357547e-71	4	1	0.784161642580536	1	1
"ENSG00000163399"	"ENSG00000163399"	3.86194323607666e-111	2.03309205115153e-71	5	1	0.617210457860204	1	1
"ENSG00000173486"	"ENSG00000173486"	7.43022082176756e-104	1.7650691455105e-70	3	1	0.551315714547702	1	1
"ENSG00000178741"	"ENSG00000178741"	9.94691888388655e-164	8.84787884364096e-66	3	1	0.397356470991087	1	1
"ENSG00000113387"	"ENSG00000113387"	1.98202707386466e-101	1.57496465530334e-65	4	1	0.711609999492266	1	1
"ENSG00000185825"	"ENSG00000185825"	3.23923510485029e-91	1.22011030286447e-57	3	1	0.436089063609014	1	1
"ENSG00000137818"	"ENSG00000137818"	1.51384788909067e-75	3.11960332117673e-49	4	2	0.287247170511068	1	1
"ENSG00000117394"	"ENSG00000117394"	7.64975754246075e-71	1.03486960625142e-48	3	1	-0.71266967015804	1	1
"ENSG00000169567"	"ENSG00000169567"	1.89467102258424e-107	4.06758076289611e-44	5	1	-0.847380267088045	1	1
"ENSG00000021355"	"ENSG00000021355"	4.58123192104136e-60	9.32298293026443e-44	4	1	-0.637126874318179	1	1
"ENSG00000133665"	"ENSG00000133665"	1.24920946123324e-62	1.48576304586062e-43	3	1	0.629522042108753	1	1
"ENSG00000108244"	"ENSG00000108244"	1.53195318108524e-124	2.83579856629411e-43	4	1	-0.295975332863551	1	1
"ENSG00000105519"	"ENSG00000105519"	6.58594608468855e-103	4.67547212009391e-39	6	1	-0.337156501881147	1	1
"ENSG00000203875"	"ENSG00000203875"	4.28839961970115e-46	9.12156697131626e-39	6	3	0.419545918779233	1	1
"ENSG00000070756"	"ENSG00000070756"	6.98616039216708e-160	1.26158083902446e-38	6	1	-0.489894743461749	1	1
"ENSG00000173113"	"ENSG00000173113"	1.08990688820433e-36	2.73373401262486e-38	3	2	0.315945075724032	1	1
"ENSG00000080824"	"ENSG00000080824"	5.19267995373482e-176	1.98803197236034e-37	3	1	0.758146480796181	1	1
"ENSG00000111907"	"ENSG00000111907"	3.98209175564078e-90	6.33252490432709e-37	5	2	0.469806335468053	1	1
"ENSG00000150779"	"ENSG00000150779"	4.22678591544869e-58	1.182217038803e-35	6	2	-0.561251003385369	1	1
"ENSG00000173171"	"ENSG00000173171"	8.32187539233297e-59	1.71031660880713e-35	3	1	-0.857960350349764	1	1
"ENSG00000164713"	"ENSG00000164713"	6.92716634774269e-39	7.00810563290108e-34	3	1	0.252439575439796	1	1
"ENSG00000231925"	"ENSG00000231925"	1.09578122402517e-35	3.56104123887678e-33	7	2	0.781187109048017	1	1
"ENSG00000067167"	"ENSG00000067167"	1.67644483235498e-60	9.95221326953353e-33	4	1	0.74906607168935	1	1
"ENSG00000175110"	"ENSG00000175110"	6.04413173448809e-34	1.06242899893513e-32	5	2	0.493816603391373	1	1
"ENSG00000168259"	"ENSG00000168259"	6.25549599683504e-47	1.65750187998492e-31	4	1	-0.490829258035093	1	1
"ENSG00000163931"	"ENSG00000163931"	1.38218199972549e-56	1.43251091885101e-30	3	1	-0.208831435807007	1	1
"ENSG00000185650"	"ENSG00000185650"	1.46883433415277e-84	2.5038387493568e-30	4	1	0.567230552547725	1	1
"ENSG00000174444"	"ENSG00000174444"	1.76407390195427e-44	3.52762682105273e-29	3	2	0.955935271772344	1	1
"ENSG00000175756"	"ENSG00000175756"	3.96888232588798e-26	2.12644854967049e-27	4	2	-0.412630113134232	1	1
"ENSG00000115310"	"ENSG00000115310"	2.86024815321624e-97	5.030051884667e-27	5	1	-0.329797456350704	1	1
"ENSG00000158747"	"ENSG00000158747"	1.64320612418542e-58	1.35146163909003e-25	5	1	-0.843361787195422	1	0.833333333333333
"ENSG00000132274"	"ENSG00000132274"	1.85604990921591e-29	1.25675098512129e-23	6	1	-0.733091505095797	1	1
"ENSG00000078668"	"ENSG00000078668"	3.85499040621332e-50	3.3012612950341e-23	3	1	-0.362425219228898	1	1
"ENSG00000257698"	"ENSG00000257698"	1.72260021068497e-124	1.2361812253016e-22	5	1	-0.830971232008237	1	1
"ENSG00000130164"	"ENSG00000130164"	1.11827005234128e-65	1.48961565469463e-22	5	2	-0.869964405432182	1	1
"ENSG00000150787"	"ENSG00000150787"	1.83334424182063e-65	2.09761158485879e-22	4	1	-0.919822080188775	1	1
"ENSG00000116350"	"ENSG00000116350"	1.81434648299382e-32	2.17234412428964e-22	3	1	-0.476052213371664	1	1
"ENSG00000257727"	"ENSG00000257727"	9.46423352806171e-62	3.9229590665565e-22	4	1	-0.847433665247575	1	1
"ENSG00000117523"	"ENSG00000117523"	2.23018120047396e-33	4.77333349991301e-22	4	1	0.678068195139612	1	1
"ENSG00000161203"	"ENSG00000161203"	8.47689074378727e-54	5.32759078510654e-22	3	1	0.218226611244847	1	1
"ENSG00000079739"	"ENSG00000079739"	2.66498034205346e-26	6.59235390134358e-22	3	1	0.588877199754815	1	1
"ENSG00000148719"	"ENSG00000148719"	2.38371419767609e-37	8.21874822201212e-22	8	2	-0.469795640870696	1	1
"ENSG00000155066"	"ENSG00000155066"	1.69108226188855e-31	1.08945483504129e-21	6	2	0.65375554036592	1	1
"ENSG00000120860"	"ENSG00000120860"	2.63508751590087e-29	1.9946833877262e-21	3	1	0.416610269518928	1	1
"ENSG00000171490"	"ENSG00000171490"	2.61314732821646e-50	4.77261976601743e-21	4	1	0.928327071314382	1	1
"ENSG00000115963"	"ENSG00000115963"	2.80622499579303e-28	8.39481651894366e-21	5	2	-0.410256723200088	1	1
"ENSG00000116285"	"ENSG00000116285"	5.39612663088247e-22	3.77313201184744e-20	3	2	0.524175787382199	1	1
"ENSG00000105176"	"ENSG00000105176"	4.47441489423691e-31	1.74962458899814e-19	8	1	-0.649041014722909	1	0.833333333333333
"ENSG00000173272"	"ENSG00000173272"	1.89227727654658e-43	9.51174351120784e-19	4	1	-0.242506111539051	1	1
"ENSG00000161013"	"ENSG00000161013"	4.30583699047651e-17	1.17769488325162e-18	3	2	0.651533178820317	1	1
"ENSG00000165175"	"ENSG00000165175"	3.30870349156157e-27	3.08363154501989e-18	4	1	-0.537913410482527	1	1
"ENSG00000100979"	"ENSG00000100979"	1.07758912087677e-33	1.14174173573255e-17	3	1	0.79556231853136	1	1
"ENSG00000204220"	"ENSG00000204220"	2.09347909837481e-24	3.19704728591367e-17	4	2	-0.559374822075255	1	1
"ENSG00000143549"	"ENSG00000143549"	6.07908065008284e-128	4.88393529036731e-17	10	1	0.458436877722384	1	1
"ENSG00000113558"	"ENSG00000113558"	4.74976151885422e-53	4.94310449904823e-17	5	1	-0.918995559472557	1	1
"ENSG00000138777"	"ENSG00000138777"	3.65056888089226e-42	5.53165616081757e-17	6	2	0.515164601241452	1	1
"ENSG00000241468"	"ENSG00000241468"	7.8043194668161e-19	1.20524156937508e-16	3	1	-0.185077984224326	1	1
"ENSG00000129654"	"ENSG00000129654"	5.06022795159622e-39	1.38692542379449e-16	4	1	0.538720561599888	1	1
"ENSG00000166803"	"ENSG00000166803"	3.55593557302792e-25	2.75196597355829e-16	4	1	-0.694310422582899	1	1
"ENSG00000065154"	"ENSG00000065154"	1.18793427385602e-18	8.71570225431783e-16	3	1	-0.265708023004559	1	1
"ENSG00000184432"	"ENSG00000184432"	4.48976136830754e-64	3.028184429498e-15	5	1	-0.494053353496088	1	1
"ENSG00000167741"	"ENSG00000167741"	6.21599802061544e-23	6.49748958875369e-15	8	1	-0.557822609525171	1	1
"ENSG00000173467"	"ENSG00000173467"	1.14458080747009e-32	1.08934599713e-14	4	1	-0.192656684385231	1	1
"ENSG00000245532"	"ENSG00000245532"	2.88632393504933e-14	1.24200484677669e-14	4	1	0.257385183772222	1	1
"ENSG00000173085"	"ENSG00000173085"	2.36747588324107e-16	1.27981747785261e-14	3	1	0.46215434944888	1	1
"ENSG00000140416"	"ENSG00000140416"	2.43808372411e-41	7.18725054867873e-14	4	1	-0.376004710179646	1	1
"ENSG00000115520"	"ENSG00000115520"	3.8503946733192e-18	8.53194556287376e-14	3	1	0.759161932803853	1	1
"ENSG00000120438"	"ENSG00000120438"	3.533316533261e-47	9.68647282781141e-14	4	1	0.456863324024225	1	1
"ENSG00000170296"	"ENSG00000170296"	3.03331689078487e-74	1.09135231240781e-13	5	2	0.911726652328338	1	1
"ENSG00000100568"	"ENSG00000100568"	4.72058101370319e-173	1.17143371876906e-13	4	1	-0.827839681416616	1	1
"ENSG00000102054"	"ENSG00000102054"	2.11178539149352e-122	1.60464234850746e-13	4	1	-0.835788599039624	1	1
"ENSG00000183844"	"ENSG00000183844"	1.37649587460011e-19	1.60998391962161e-13	3	1	0.346219878114559	1	1
"ENSG00000189377"	"ENSG00000189377"	2.64358852856376e-12	2.09318430596625e-13	3	2	0.513126406481142	1	1
"ENSG00000065883"	"ENSG00000065883"	4.18577051267809e-22	2.70358697316579e-13	4	1	-0.724537856663735	1	1
"ENSG00000025708"	"ENSG00000025708"	2.07325130987918e-46	3.0621379389328e-13	6	1	0.337517234923151	1	1
"ENSG00000067064"	"ENSG00000067064"	4.99655052859891e-44	3.81612884382425e-13	4	1	0.273057516952031	1	1
"ENSG00000155957"	"ENSG00000155957"	1.07559243904601e-53	5.84112980245482e-13	7	3	-0.801817251013424	1	1
"ENSG00000114354"	"ENSG00000114354"	3.02163785079954e-28	6.11093794836091e-13	4	1	0.261667395215508	1	1
"ENSG00000187492"	"ENSG00000187492"	5.13686715776294e-34	6.81299719325065e-13	6	1	-0.314248455836624	1	1
"ENSG00000198830"	"ENSG00000198830"	8.40310235550453e-142	7.48205778027459e-13	5	1	0.977210827941016	1	1
"ENSG00000157778"	"ENSG00000157778"	1.15392864723469e-37	7.73835321347679e-13	6	4	-0.310193697387829	1	1
"ENSG00000070526"	"ENSG00000070526"	5.01249064464859e-24	9.89580119850372e-13	5	1	-0.191855206342447	1	1
"ENSG00000015475"	"ENSG00000015475"	1.52936077661543e-10	1.00495700396465e-12	7	1	-0.23160747450452	1	1
"ENSG00000001084"	"ENSG00000001084"	2.54452478758318e-28	1.00763779391211e-12	7	1	0.370111239686665	1	1
"ENSG00000075785"	"ENSG00000075785"	1.13279584907586e-16	1.3034704189083e-12	3	1	-0.183849132360659	1	1
"ENSG00000137699"	"ENSG00000137699"	4.3282317719282e-42	1.54978876796359e-12	5	1	0.354540962999508	1	1
"ENSG00000064490"	"ENSG00000064490"	5.57506730077257e-24	2.12276577963949e-12	7	3	-0.35932877938385	1	1
"ENSG00000170017"	"ENSG00000170017"	5.7810572757075e-15	2.82088072315971e-12	3	1	0.743694564264246	1	1
"ENSG00000150093"	"ENSG00000150093"	5.19534685042597e-41	3.07387275923826e-12	4	2	0.516251941629359	1	1
"ENSG00000144908"	"ENSG00000144908"	9.85036924593505e-13	3.90140181084819e-12	5	1	0.32736130483542	1	1
"ENSG00000151500"	"ENSG00000151500"	1.53252045431719e-10	4.44429811356993e-12	4	2	0.262452123650583	1	1
"ENSG00000149084"	"ENSG00000149084"	2.19369245997216e-44	4.82021866953933e-12	6	1	0.371309592562069	1	1
"ENSG00000167615"	"ENSG00000167615"	1.49920115585401e-19	6.37614945641053e-12	6	1	0.701586681727398	1	1
"ENSG00000104660"	"ENSG00000104660"	8.05612807228147e-21	8.32469744892742e-12	3	2	0.762613568017527	1	1
"ENSG00000144161"	"ENSG00000144161"	2.66704371110372e-12	8.59029268529668e-12	5	1	0.687212722928562	1	1
"ENSG00000147419"	"ENSG00000147419"	2.39277888707967e-16	9.26042930972811e-12	6	1	-0.328788013848519	1	1
"ENSG00000107175"	"ENSG00000107175"	1.00655460100478e-20	1.05332365706844e-11	4	1	0.333754498267867	1	1
"ENSG00000245694"	"ENSG00000245694"	2.26294266632956e-66	1.14836867574605e-11	9	2	0.267635269875612	1	1
"ENSG00000104164"	"ENSG00000104164"	5.04912098727903e-13	1.37557557125461e-11	3	2	-0.283719525651215	1	1
"ENSG00000263001"	"ENSG00000263001"	3.96888232588798e-26	2.03520410590468e-11	5	1	0.415676558194922	1	1
"ENSG00000083857"	"ENSG00000083857"	1.18322359771426e-13	2.49553027281591e-11	3	1	-0.764572356095048	1	1
"ENSG00000204385"	"ENSG00000204385"	7.76754836321828e-91	2.82008897196156e-11	5	1	0.460114484522735	1	1
"ENSG00000110321"	"ENSG00000110321"	1.27522347863097e-52	2.91775756311736e-11	8	1	-0.25966668319069	1	1
"ENSG00000126934"	"ENSG00000126934"	1.35428251222174e-10	4.71496950488482e-11	4	1	0.268151240969276	1	1
"ENSG00000163166"	"ENSG00000163166"	1.39181065629929e-18	4.90482391518952e-11	4	1	0.724717554291864	1	1
"ENSG00000198960"	"ENSG00000198960"	8.14181548168302e-17	5.53914691854161e-11	4	1	0.610294625542809	1	1
"ENSG00000149658"	"ENSG00000149658"	1.52866967454998e-10	5.62860986189094e-11	4	1	-0.627211906297663	1	1
"ENSG00000134504"	"ENSG00000134504"	4.30136187421025e-10	5.73561116435536e-11	7	1	-0.460385851801404	1	1
"ENSG00000204618"	"ENSG00000204618"	2.60782150625897e-24	6.43385939919391e-11	5	2	0.253493332312307	1	1
"ENSG00000124074"	"ENSG00000124074"	1.34754772948646e-13	7.33464107355399e-11	5	1	-0.486579427116531	1	1
"ENSG00000185055"	"ENSG00000185055"	9.16618777375941e-41	1.34208264370606e-10	8	1	-0.298763389954116	1	1
"ENSG00000147010"	"ENSG00000147010"	2.08366645869332e-18	1.44000888386556e-10	4	1	-0.780080058297455	1	0.833333333333333
"ENSG00000114125"	"ENSG00000114125"	1.02191160867349e-17	1.81505070047955e-10	5	1	-0.335361030815966	1	1
"ENSG00000184281"	"ENSG00000184281"	1.36705894675031e-14	2.26002757703266e-10	3	1	0.241018820996418	1	1
"ENSG00000107968"	"ENSG00000107968"	4.97787338771665e-19	2.89041181398377e-10	5	1	-0.409490420915671	1	1
"ENSG00000065457"	"ENSG00000065457"	1.41671745493652e-12	3.18466909161363e-10	4	1	0.652412703705968	1	1
"ENSG00000136425"	"ENSG00000136425"	1.64656012859895e-12	3.31642705222832e-10	5	1	-0.56912869863878	1	1
"ENSG00000238227"	"ENSG00000238227"	1.65327364598889e-11	4.13886631408507e-10	3	1	0.482619204018497	1	1
"ENSG00000103415"	"ENSG00000103415"	1.59807688705745e-48	4.63883875150442e-10	6	1	-0.516133603503016	1	1
"ENSG00000147676"	"ENSG00000147676"	1.03471680727794e-20	4.81486649953866e-10	4	1	0.209648423825522	1	1
"ENSG00000125944"	"ENSG00000125944"	2.35898475518791e-110	4.81894041265852e-10	8	1	-0.430159429650599	1	1
"ENSG00000023330"	"ENSG00000023330"	4.75867861610442e-28	5.24928029105893e-10	6	1	0.743715543105326	1	1
"ENSG00000104979"	"ENSG00000104979"	5.38567902438701e-27	5.40899171473916e-10	4	2	-0.907656914413079	1	1
"ENSG00000266412"	"ENSG00000266412"	7.86092504526612e-49	5.43673000273716e-10	7	2	0.631447332925579	1	1
"ENSG00000068903"	"ENSG00000068903"	1.98793244558509e-15	6.12966752129844e-10	4	1	-0.59233693391377	1	1
"ENSG00000065054"	"ENSG00000065054"	1.47226089342236e-22	6.58058940725753e-10	6	1	0.441194251417746	1	1
"ENSG00000095383"	"ENSG00000095383"	1.40595450264035e-18	7.04213241699277e-10	5	1	-0.502475737941156	1	1
