"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_uninfected_child_Uninfected-Secretory_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000146733",1.27838933989308e-17,0.00234902821794772,5,1,-0.721525180904361,1,1
"ENSG00000108883",2.31754667452187e-05,1,4,0,0.721065364889762,0.833333333333333,0.833333333333333
"ENSG00000130414",1.32874151508964e-51,1.07967826569088e-32,3,1,-0.719579681029415,1,1
"ENSG00000234465",1.72029666358353e-06,0.00804304415732442,4,1,0.718904606088333,1,0.666666666666667
"ENSG00000080824",8.28613015362458e-136,9.16947205772304e-24,3,1,0.718399980633897,1,1
"ENSG00000132356",2.11110523441404e-12,5.84929349366961e-07,3,1,0.715924272637203,1,0.833333333333333
"ENSG00000162896",7.55009757269053e-102,1.66046614085114e-38,4,1,0.714551789229161,1,1
"ENSG00000095787",1.14138715309445e-15,1,5,0,-0.714284746689436,1,0.833333333333333
"ENSG00000154845",4.35772243463784e-14,1,5,0,0.713448355171902,1,1
"ENSG00000177994",0.00211327167010704,0.91795871967714,4,0,-0.713274547109833,1,0.833333333333333
"ENSG00000171155",5.22533954811834e-20,0.211672442631144,3,0,0.712454591064128,1,1
"ENSG00000164733",9.6612005418996e-119,1,7,0,0.712230342898539,1,0.833333333333333
"ENSG00000171552",1.75286418678761e-13,0.0545996456340134,6,0,-0.711137377620909,1,1
"ENSG00000188603",8.76644313023394e-26,1,6,0,0.710160632930251,1,0.833333333333333
"ENSG00000090263",1.68997771353151e-118,1,6,0,-0.708036524153137,1,1
"ENSG00000065883",7.38934584325494e-14,8.4021148781033e-13,3,1,0.70743667192553,1,1
"ENSG00000175575",5.46330630279557e-14,0.00819032988889353,6,1,-0.706243604376426,1,1
"ENSG00000136068",2.39180815074544e-09,0.820060480547086,3,0,-0.705816758060108,1,1
"ENSG00000168310",4.55386632398675e-18,1.37846308265905e-15,4,1,-0.703516029085652,1,0.833333333333333
"ENSG00000214046",2.06147513158041e-56,1,9,0,0.702886916144834,1,0.833333333333333
"ENSG00000069966",0.00146930545074409,1,3,0,-0.702424084907678,1,0.666666666666667
"ENSG00000117523",1.09125310760543e-15,6.35387141301033e-13,4,1,0.70126430129275,1,1
"ENSG00000196510",1.89394369261319e-08,1,4,0,0.699934163822433,1,0.666666666666667
"ENSG00000228727",0.000512907234214641,1,3,0,-0.699323353948826,1,0.666666666666667
"ENSG00000063978",0.00022272918938096,1,4,0,0.698482210756998,0.833333333333333,0.666666666666667
"ENSG00000198960",2.44931630960833e-11,2.08577463982547e-08,4,1,0.697659373023054,1,1
"ENSG00000130560",4.99516673502953e-34,1,5,0,-0.696594701879285,1,1
"ENSG00000143379",0.000400844401206458,1,4,0,-0.696075128877035,1,0.666666666666667
"ENSG00000101782",1.75659727189821e-16,1,3,0,0.69309645319531,1,1
"ENSG00000221829",0.00066697276854297,0.0760969060665733,3,0,0.691500510591545,0.833333333333333,0.666666666666667
"ENSG00000146242",1.8757358088422e-11,1,3,0,-0.690243695746676,1,1
"ENSG00000053770",1.32882900765435e-09,1,4,0,0.688111854661533,0.833333333333333,0.666666666666667
"ENSG00000266412",3.22071886537747e-32,4.31745055837195e-09,9,2,0.687964119158484,1,0.833333333333333
"ENSG00000137831",0.018783072578491,1,4,0,0.686058367848103,0.833333333333333,0.5
"ENSG00000203952",1.81353604822973e-07,0.222095680428983,4,0,-0.684690382646115,0.833333333333333,0.5
"ENSG00000085224",1.42147670482132e-11,1,5,0,-0.684210526315789,0.833333333333333,0.666666666666667
"ENSG00000186522",2.60163268929335e-15,0.0137457877987228,6,2,0.684210020150067,1,0.833333333333333
"ENSG00000039319",0.00585383229219794,1,3,0,-0.683962685105555,1,0.666666666666667
"ENSG00000183431",5.56831534365421e-07,2.32778879962485e-05,3,1,-0.682669706324322,1,0.833333333333333
"ENSG00000185246",0.000274048298673384,0.00063735284802174,4,1,0.682438221343667,0.833333333333333,0.833333333333333
"ENSG00000145495",0.00125679235242964,0.113293669101842,3,0,-0.680396023880102,0.833333333333333,0.833333333333333
"ENSG00000111725",4.56047701578151e-05,1,4,0,0.680280222421834,1,0.833333333333333
"ENSG00000262097",0.00541260672527101,0.00627535973627297,3,1,-0.67987573063508,0.833333333333333,0.666666666666667
"ENSG00000075420",1.34615952407865e-05,1,5,0,-0.679378880400037,0.833333333333333,0.666666666666667
"ENSG00000117394",9.98310903493107e-28,4.97587006232964e-14,4,1,-0.679320114405888,1,1
"ENSG00000009780",2.86391648588258e-07,1,5,0,-0.678417495339297,1,0.666666666666667
"ENSG00000142733",2.40731629900327e-08,1,6,0,-0.677901595443268,1,0.666666666666667
"ENSG00000211460",5.99093442959841e-15,1,5,0,-0.672705516104808,1,0.5
"ENSG00000125743",3.9937664388419e-10,4.45875363759417e-06,3,1,0.672419616091811,1,0.833333333333333
"ENSG00000069509",1.27858045949519e-11,0.27786900473935,4,0,-0.671545433957842,1,1
"ENSG00000131203",0.0342555471496336,0,2,2,0.670966825888644,0.833333333333333,0.666666666666667
"ENSG00000180900",7.01620243718727e-09,1,5,0,-0.67046369056831,1,0.666666666666667
"ENSG00000165752",0.00463630634265453,1,3,0,0.670174021788579,0.833333333333333,0.5
"ENSG00000165533",0.00368288806649752,0.528521722829372,4,0,0.669111893458004,1,0.666666666666667
"ENSG00000187118",4.66142047641739e-42,1,5,0,0.668913625518562,1,1
"ENSG00000197714",0.0212255669736809,0.0151833879873827,3,1,0.668476406538834,0.833333333333333,0.666666666666667
"ENSG00000065618",8.15461671625876e-15,1,6,0,-0.667639157357528,1,0.666666666666667
"ENSG00000085491",0.00392610188338175,1,4,0,0.666666666666667,0.833333333333333,0.666666666666667
"ENSG00000100461",2.52417818810993e-06,3.65709620432041e-07,5,1,0.666634959349061,1,1
"ENSG00000108592",1.12717904038412e-11,1,5,0,-0.664757368272337,0.833333333333333,0.666666666666667
"ENSG00000203697",0.00628652132579487,0.00755650344469542,3,1,-0.663586703379319,1,0.666666666666667
"ENSG00000056972",0.000508551711884208,0.0120559378877753,3,1,-0.660586756207568,1,1
"ENSG00000151150",0.00588997634521365,0.0450375441657441,3,1,-0.660120075153743,0.833333333333333,0.833333333333333
"ENSG00000166200",7.99077581693997e-20,1,3,0,0.659533349831498,1,1
"ENSG00000152439",0.00110966774933697,0.00642006051932065,3,1,0.659515113374972,1,0.666666666666667
"ENSG00000101447",1.79538713151624e-09,4.49829047612623e-10,3,1,-0.658213893486815,1,1
"ENSG00000169926",2.18707345942354e-13,6.86284991307707e-08,5,1,-0.657562609608628,1,0.833333333333333
"ENSG00000099875",1.27819578984584e-23,0.0132460160978501,5,1,-0.657469274728881,1,1
"ENSG00000131584",9.92378881393708e-08,1,4,0,-0.657283787918837,0.833333333333333,0.833333333333333
"ENSG00000138785",0.0189257742055425,0.0120905412708948,3,1,-0.65710500796366,0.833333333333333,0.666666666666667
"ENSG00000173598",1.92412808071599e-94,1,5,0,-0.656702676749303,1,1
"ENSG00000070785",2.63463784338088e-10,0.834872012875649,4,0,0.65646192306936,1,0.666666666666667
"ENSG00000189077",0.0182429242634393,0.490997814957359,5,0,-0.656256126009698,1,0.833333333333333
"ENSG00000213676",5.51313994064882e-06,4.92642919910022e-07,3,2,0.654470016638324,0.833333333333333,0.833333333333333
"ENSG00000004961",1.94735443366611e-23,0.0077911111803266,6,1,-0.651025000311136,1,1
"ENSG00000102024",8.41390511399291e-11,2.7610528585313e-09,3,1,-0.650101341980338,1,1
"ENSG00000230124",4.40290045837382e-47,1,5,0,-0.648551496748084,1,1
"ENSG00000175470",0.000474245929808932,1,4,0,0.648482210105534,0.833333333333333,0.5
"ENSG00000134108",8.34338040383787e-07,6.46346882877192e-05,3,1,-0.647616306506576,1,1
"ENSG00000186665",4.76473880968308e-12,1,5,0,0.646096256829739,1,0.833333333333333
"ENSG00000161013",6.62096063961066e-14,5.62612181527369e-13,4,3,0.64530369406082,1,0.833333333333333
"ENSG00000130349",3.40189066494474e-05,0.00213185361139827,3,1,-0.644353737499295,1,1
"ENSG00000197965",8.07771676958587e-06,1,4,0,-0.643871980359948,1,0.833333333333333
"ENSG00000129353",9.16872640551011e-06,1,4,0,0.643667337358577,1,0.833333333333333
"ENSG00000198589",0.0174898487302266,0.103048569337573,3,0,0.643473983988748,1,0.666666666666667
"ENSG00000119242",0.00732920255323907,0,2,2,0.642029285034494,0.833333333333333,0.666666666666667
"ENSG00000167617",2.85176028809535e-07,1,3,0,0.641446739313041,1,0.666666666666667
"ENSG00000087903",3.49206148951978e-09,3.55342756188085e-05,4,1,-0.640443489318441,1,1
"ENSG00000126351",0.0163247134034472,0.00329222657117111,3,2,-0.639270380217744,1,0.833333333333333
"ENSG00000042317",0.000192166589904857,2.77341237174008e-05,5,1,0.637881484571783,1,1
"ENSG00000156413",1.06784046462876e-15,1,5,0,0.636340851639935,1,0.5
"ENSG00000203667",3.00379282216686e-05,0.0342610353220152,3,1,0.635921400299296,1,0.833333333333333
"ENSG00000092108",6.13551838560333e-28,1,6,0,-0.635191274967573,1,1
"ENSG00000144161",2.8089280492268e-07,7.96505655910235e-06,5,1,0.634678091688391,1,1
"ENSG00000104205",1.28474875838839e-05,0.803326102664226,4,0,0.634438643484696,1,0.666666666666667
"ENSG00000197930",5.73183652698304e-21,1,5,0,0.634342788119424,1,1
"ENSG00000104133",0.00195248060555781,1,3,0,-0.633730665218976,0.833333333333333,0.666666666666667
"ENSG00000099810",1.43275900170446e-07,0.00851958256872904,4,1,-0.633213938522514,1,1
"ENSG00000085511",4.05856382414351e-12,1,4,0,0.632442658438057,1,0.666666666666667
"ENSG00000183196",8.4143076592369e-06,1,5,0,0.632157100850582,1,0.5
"ENSG00000260916",1.47977218788817e-16,1,5,0,-0.631629612059318,1,1
"ENSG00000243943",0.0410106730066319,0.540874468145304,3,0,0.63160929216311,1,0.666666666666667
"ENSG00000238227",1.79706965688084e-07,4.64031892646784e-08,4,1,-0.630921316046551,1,0.833333333333333
"ENSG00000010072",0.049348146075627,0.032026902458399,3,1,0.629999705847087,0.666666666666667,0.666666666666667
"ENSG00000117262",0.0122789229311928,1,3,0,-0.629747773897977,0.833333333333333,0.666666666666667
"ENSG00000123636",7.47263140001708e-22,1,9,0,0.62856996822842,1,0.666666666666667
"ENSG00000164056",0.00204168686399178,1,5,0,-0.628075119752278,1,0.833333333333333
"ENSG00000065882",2.0553207268573e-06,0.000339130402296367,4,1,-0.628040592680731,0.833333333333333,0.833333333333333
"ENSG00000146223",6.10238827953107e-29,0.363223770599619,8,0,-0.62651788319137,1,1
"ENSG00000116285",5.98082522386505e-16,2.71906898060968e-15,4,2,0.626406961918518,1,1
"ENSG00000159658",4.05110734883353e-10,1.73243663753956e-07,4,1,-0.625123695229553,1,0.666666666666667
"ENSG00000132424",2.62159949542217e-16,0.00829114995777128,8,1,0.625091273748768,1,1
"ENSG00000004455",4.6119396086095e-22,1.52776709468426e-17,4,1,-0.625065329743767,1,1
"ENSG00000271133",1.19898357096553e-09,0.0132534400999138,4,1,-0.62506069462542,1,1
"ENSG00000174021",2.27587609968075e-205,0,2,2,-0.624006076320765,1,1
"ENSG00000149658",1.01288990530619e-07,8.69396382728681e-07,4,1,-0.622676689967173,1,1
"ENSG00000102225",5.27416844842883e-08,0.0277554341747515,4,1,0.621943457078236,0.833333333333333,0.833333333333333
"ENSG00000245648",0.00102182428672318,0.938402776694562,5,0,-0.621587235423276,1,0.833333333333333
"ENSG00000129925",0.00146908457021544,0.0053522498226537,3,1,-0.617332988299247,0.833333333333333,0.833333333333333
"ENSG00000118246",0.00368961693558474,0.00460968292914673,4,1,0.617191621656377,1,1
"ENSG00000170364",1.97175021204934e-09,1,6,0,-0.616790535100991,0.833333333333333,0.666666666666667
"ENSG00000248508",0.00266100415028807,0.00119610409345545,5,1,0.616671640472653,1,0.833333333333333
"ENSG00000163399",5.56693048514608e-63,2.38257472230586e-36,5,1,0.616176063882762,1,1
"ENSG00000114019",4.64588831595173e-11,1,5,0,0.615987718096826,1,0.833333333333333
"ENSG00000108604",4.4465914685209e-11,0.0475791166739568,4,1,-0.615949338337426,1,1
"ENSG00000104960",1.70663588781215e-05,3.3324593069109e-06,3,2,0.615791837313265,1,0.833333333333333
"ENSG00000169064",1.42395444266277e-10,1,9,0,0.615385123354536,1,0.833333333333333
"ENSG00000206140",1.13564472203895e-07,1.76691495740994e-05,6,1,0.614494954996517,1,1
"ENSG00000205336",1.82108761451214e-06,0.00020816179322208,5,1,0.613414944375076,1,0.666666666666667
"ENSG00000157259",1.84538991538072e-07,7.31101175423258e-05,3,1,0.612976820415863,1,0.833333333333333
"ENSG00000065150",4.73712605315917e-05,0.153859554206635,3,0,0.612875223605602,1,0.666666666666667
"ENSG00000129194",1.21086160273962e-06,0,2,2,-0.612448164284129,1,1
"ENSG00000198719",0.00351921423295515,0.0670994904766807,3,0,0.611110140427049,1,0.833333333333333
"ENSG00000176597",1.22882543824536e-05,1,6,0,-0.609432602341919,1,0.666666666666667
"ENSG00000163166",2.90692568946151e-08,0.00574605260870442,3,1,0.608018666704661,1,0.833333333333333
"ENSG00000090447",0.000105809762603468,1,3,0,-0.607368684556571,1,0.833333333333333
"ENSG00000196502",2.02694145016086e-10,0.00840549008753291,5,1,-0.607073290651238,1,0.833333333333333
"ENSG00000095383",1.31229051266461e-07,1.86753577716925e-07,6,1,-0.606718316482172,1,1
"ENSG00000149273",1.04031166619464e-239,0,2,2,-0.605362687373669,1,1
"ENSG00000175221",1.31590677281723e-10,0.141016522745713,4,0,-0.604212994679047,1,1
"ENSG00000152894",7.14644585831972e-08,0.0389688824479111,4,1,0.60275269926557,0.833333333333333,0.666666666666667
"ENSG00000163521",0.0278275528462002,0.0137337522597259,3,1,0.602577337825708,1,0.833333333333333
"ENSG00000162521",1.71875169888194e-13,1,5,0,0.600116443064078,1,0.833333333333333
"ENSG00000075413",2.49406185188782e-06,1,6,0,0.600002056223536,1,0.833333333333333
"ENSG00000182472",0.000202567235538816,1,7,0,-0.600002056223536,1,0.666666666666667
"ENSG00000166869",6.85780764869275e-17,0.723904392997651,4,0,-0.599568756108619,1,1
"ENSG00000149196",3.82610818475486e-53,0.0295326398022151,4,1,-0.598689720353283,1,1
