"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_UK_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000137944",0.00648018249780387,1,6,0,-0.141118961735256,1,1
"ENSG00000171291",0.0308018988093195,0.119896969481075,3,0,0.140542592168937,1,1
"ENSG00000006007",0.000971398510938884,0,2,2,0.14051390024447,1,1
"ENSG00000174891",0.00726498009088951,0.237634462782773,5,0,0.14045249092374,1,1
"ENSG00000127948",0.00413593206126874,1,3,0,0.139873935556931,1,1
"ENSG00000138326",3.3289999095966e-76,1,4,0,-0.139674857389396,1,1
"ENSG00000126226",8.70430618442022e-05,0.156728587163087,5,0,0.139518123959139,1,1
"ENSG00000100281",0.0250971369838652,1,5,0,0.139074364469153,1,1
"ENSG00000197894",0.000306451049520865,1,3,0,-0.138729881029666,1,1
"ENSG00000169813",5.67855322494091e-09,1,9,0,-0.138605058987057,1,1
"ENSG00000176155",0.00158932441334319,1,5,0,-0.138563845508471,1,1
"ENSG00000119673",5.28152292547984e-07,1,5,0,0.13846171314955,1,1
"ENSG00000110958",1.55962201829792e-16,1,4,0,-0.138359197897775,1,1
"ENSG00000153802",0.0250193905989466,0.162289920976836,3,0,0.138320520919798,1,1
"ENSG00000169714",4.28370164117885e-11,1,6,0,-0.138118912285875,1,1
"ENSG00000125967",0.0163225881167272,1,6,0,-0.137806401175623,1,1
"ENSG00000131503",4.81545328890146e-06,0.344670562624277,8,0,0.137254976406537,1,1
"ENSG00000042753",0.000110331467031818,1,3,0,-0.137241653956913,1,1
"ENSG00000160188",2.85609018786346e-26,1,4,0,0.137228076320138,1,1
"ENSG00000084754",5.17474608157371e-08,1,5,0,0.137109290535955,1,1
"ENSG00000162613",0.00221282795959278,1,4,0,0.136839181792422,1,1
"ENSG00000204859",0.0127892949510632,0.769705406490459,8,0,-0.136511934589861,1,1
"ENSG00000240344",0.00562778174496354,1,5,0,0.136020362680426,1,1
"ENSG00000128245",8.80887565186125e-11,1,3,0,0.135621981371391,1,1
"ENSG00000186298",3.67916662409445e-14,1,6,0,0.135619465012134,1,1
"ENSG00000161036",0.00278316423452602,1,4,0,0.135433400169633,1,1
"ENSG00000197446",2.25460169681495e-23,1,9,0,0.135222280999214,1,1
"ENSG00000008952",1.35234732465974e-06,1,3,0,0.135199098858459,1,1
"ENSG00000133104",0.000651873425585263,0.882679473981731,8,0,-0.135112459362381,1,1
"ENSG00000102317",0.000143533895913244,1,3,0,0.135071858708342,1,1
"ENSG00000077721",0.00227636663475594,1,4,0,-0.134707665093717,1,1
"ENSG00000172725",1.27231663133371e-09,1,3,0,0.134671027608019,1,1
"ENSG00000100836",0.0116795727764399,0,2,2,0.133325762640924,1,1
"ENSG00000179950",0.0103395451244624,1,3,0,0.133107230660704,1,1
"ENSG00000117139",0.00317009278598436,1,4,0,0.133078132769236,1,1
"ENSG00000239713",0.0430236805259786,1,4,0,0.133067202487892,1,1
"ENSG00000121858",3.52155070125113e-05,1,3,0,0.132320146430411,1,1
"ENSG00000189067",2.53868750045348e-06,1,5,0,-0.132262806627182,1,1
"ENSG00000139835",0.00842435162405266,1,4,0,0.132092187612426,1,1
"ENSG00000010361",0.000301241274119375,0.587086078450133,8,0,0.132065636521776,1,1
"ENSG00000223482",9.30190373440605e-08,1,11,0,0.132055609110113,1,1
"ENSG00000256269",0.00526990685652533,1,3,0,0.132049780054348,1,1
"ENSG00000114062",6.48393439674784e-06,1,9,0,0.131885828149508,1,1
"ENSG00000165506",0.029301022628081,1,4,0,0.131624005600995,1,1
"ENSG00000132424",9.11611405477768e-08,1,7,0,0.131255988369593,1,1
"ENSG00000014216",2.66297670292121e-10,1,5,0,0.131087718703076,1,1
"ENSG00000182552",9.83502101996936e-05,1,6,0,0.130413648386248,1,1
"ENSG00000112576",0.0327820825486337,1,9,0,-0.130346545760919,1,1
"ENSG00000196878",0.0342900348593544,1,3,0,-0.130186852353943,1,1
"ENSG00000147155",1.36008819986826e-15,1,4,0,-0.129546075607035,1,1
"ENSG00000156110",0.0164198527164816,1,6,0,0.12952892421931,1,1
"ENSG00000103502",0.0311368897461685,1,4,0,-0.12932454798661,1,1
"ENSG00000163660",9.21868386705834e-32,1,10,0,-0.129270892037546,1,1
"ENSG00000148735",4.21830694832606e-07,1,7,0,0.128446704174251,1,1
"ENSG00000109189",0.0484309769145936,1,4,0,0.128033971915246,1,1
"ENSG00000069011",3.22502998922555e-14,1,5,0,-0.127790694142257,1,1
"ENSG00000134152",8.16049920819625e-05,1,5,0,0.12775078958158,1,1
"ENSG00000117640",0.00715781402537895,1,4,0,0.127197281323308,1,1
"ENSG00000111684",0.0102301978669668,1,3,0,-0.127160173095114,1,1
"ENSG00000132323",0.000185548099606619,0.550902371792966,3,0,0.127045452009527,1,1
"ENSG00000127129",0.000550027807458216,0,2,2,0.126487396941049,1,1
"ENSG00000109339",5.37649616437413e-19,1,7,0,0.126456342299544,1,1
"ENSG00000015475",0.00804935133624154,1,6,0,0.126225597231799,1,1
"ENSG00000250722",0.00231477485345578,0,2,2,-0.126178550933456,1,1
"ENSG00000115884",0.000899794142623866,1,6,0,-0.126161057245897,1,1
"ENSG00000105974",0.0434370437743903,1,4,0,-0.125859684584752,1,1
"ENSG00000125746",9.31788303569573e-07,0.65244010774969,5,0,0.125468150511389,1,1
"ENSG00000114115",5.51118251514745e-12,1,3,0,0.125401933881517,1,1
"ENSG00000126653",0.00402735729742051,0.751434294559417,7,0,0.12511909841404,1,1
"ENSG00000147996",1.98386385670582e-13,1,9,0,0.124999431970426,1,1
"ENSG00000147123",5.06580749357806e-28,1,5,0,0.124746417853671,1,1
"ENSG00000164022",9.21328344232314e-05,1,5,0,-0.12473137567556,1,1
"ENSG00000158604",0.0201429815497452,1,4,0,-0.124693288677486,1,1
"ENSG00000243836",0.00307560537341382,1,3,0,0.124220605307359,1,1
"ENSG00000108039",0.0245482573032673,1,4,0,-0.124033404978484,1,1
"ENSG00000140455",0.00220394498909432,1,5,0,0.123785611296416,1,1
"ENSG00000108528",0.0029495822376048,1,3,0,0.123110544881926,1,1
"ENSG00000173153",2.33051811608914e-06,1,5,0,-0.123062331607434,1,1
"ENSG00000128581",6.9196579432828e-18,1,8,0,0.12295097971349,1,1
"ENSG00000175334",8.96055128689515e-17,1,5,0,-0.122843688304273,1,1
"ENSG00000120129",2.19161118675565e-30,1,3,0,0.122659307934383,1,1
"ENSG00000109180",4.22062077277547e-06,1,3,0,0.122465020284176,1,1
"ENSG00000152669",0.00782976680185404,1,3,0,0.122445365674468,1,1
"ENSG00000161249",1.93017457763053e-06,1,12,0,0.122113291801454,1,1
"ENSG00000088682",0.0465824398196302,1,3,0,-0.121285698991984,1,1
"ENSG00000168522",3.29384512250774e-09,1,4,0,-0.120905034246937,1,1
"ENSG00000197530",2.09790459014669e-07,1,7,0,0.120690997319053,1,1
"ENSG00000164305",0.00438846123269097,0.940872153716331,5,0,-0.120681056100129,1,1
"ENSG00000189266",0.0136766439730315,0,2,2,-0.119601602373055,1,1
"ENSG00000086232",0.0359976662058572,1,4,0,-0.11942152305847,1,1
"ENSG00000178467",0.000197340824298867,1,3,0,0.119378918617241,1,1
"ENSG00000151332",0.0168168642507385,0.214449539091471,3,0,-0.119109680101751,1,1
"ENSG00000144674",0.0229814936620891,1,6,0,-0.118812182859089,1,1
"ENSG00000165474",9.71104771008447e-06,1,3,0,-0.118459931312378,1,1
"ENSG00000128951",0.000202318937224045,0.0351270057478044,4,1,-0.118455281036254,1,1
"ENSG00000112559",0.0285230517189468,1,6,0,-0.11790210187667,1,1
"ENSG00000130159",1.7097922625536e-09,1,6,0,-0.117296448299991,1,1
"ENSG00000226067",7.84528852766524e-06,1,9,0,-0.117288141815955,1,1
"ENSG00000100106",9.61580414753753e-05,0.486452405104444,5,0,-0.117243783049233,1,1
"ENSG00000107949",0.00256292491404812,1,4,0,-0.117043907794415,1,1
"ENSG00000278175",0.0389137924239265,1,10,0,-0.116989192962243,1,1
"ENSG00000008282",4.54140451437165e-37,1,5,0,-0.116790612329356,1,1
"ENSG00000231527",0.0323973673446137,1,4,0,-0.116465624271987,1,1
"ENSG00000155366",0.000297357840958659,1,5,0,0.116338297730824,1,1
"ENSG00000145216",0.00173787997635324,1,16,0,0.116297996633159,1,1
"ENSG00000129235",0.000168726244620035,1,5,0,0.11620810355061,1,1
"ENSG00000156411",0.000951231676012876,0,2,2,-0.115816300065105,1,1
"ENSG00000013588",5.07960715972987e-06,1,3,0,0.115645311961738,1,1
"ENSG00000175183",1.14752799315557e-19,1,5,0,0.115291413621299,1,1
"ENSG00000151148",0.0230460601383229,1,6,0,-0.115040036404504,1,1
"ENSG00000163170",0.032330629293827,0,2,2,-0.115000897577979,1,1
"ENSG00000100902",5.21953746976312e-14,1,3,0,-0.114923345125858,1,1
"ENSG00000109113",1.52434941785415e-07,1,7,0,-0.114894006605179,1,1
"ENSG00000133818",0.000301639594748699,1,5,0,-0.114754079995148,1,1
"ENSG00000165119",1.53776278342007e-22,1,7,0,0.114553077167034,1,1
"ENSG00000185896",6.50520840168752e-05,1,4,0,0.114174243353175,1,1
"ENSG00000164615",0.0116795727764399,1,3,0,-0.113946730437301,1,1
"ENSG00000185507",0.000190295208741644,1,5,0,-0.113613520464694,1,1
"ENSG00000120438",0.000779179751352313,1,3,0,0.113450991698585,1,1
"ENSG00000134882",2.74744282265328e-10,1,6,0,-0.112991701415732,1,1
"ENSG00000165806",9.59591701693134e-05,1,8,0,0.112796866349173,1,1
"ENSG00000169627",0.0191980861173475,1,4,0,-0.112541099952661,1,1
"ENSG00000099282",7.46542879132887e-05,1,3,0,0.112318777507445,1,1
"ENSG00000141027",2.98304405162946e-05,1,6,0,-0.112308829839764,1,1
"ENSG00000187778",0.0492441099922614,1,5,0,0.112201171539936,1,1
"ENSG00000176153",0.0182593468547135,1,3,0,-0.111954736235061,1,1
"ENSG00000173113",0.00140467650258452,0,2,2,0.111898639162524,1,1
"ENSG00000163110",0.0147589981634556,1,5,0,-0.111629308840523,1,1
"ENSG00000185624",1.9539263339113e-12,1,4,0,-0.111593414078952,1,1
"ENSG00000203875",1.25666088835103e-11,1,6,0,0.111386661006239,1,1
"ENSG00000145287",2.59943206055605e-13,1,4,0,-0.111230881080504,1,1
"ENSG00000165609",8.38932522284735e-07,0,2,2,0.11115179854172,1,1
"ENSG00000171462",0.000228906101096274,1,9,0,-0.110751851835925,1,1
"ENSG00000160124",0.0386325150240237,1,4,0,-0.110542005501007,1,1
"ENSG00000109536",3.83906109441089e-05,1,4,0,-0.110275086952674,1,1
"ENSG00000113312",1.27055694750622e-08,1,4,0,-0.110250179449844,1,1
"ENSG00000131037",0.000504952246389499,1,5,0,-0.110105151394794,1,1
"ENSG00000052802",4.55042714849941e-06,1,3,0,-0.109879969006298,1,1
"ENSG00000100225",0.0409498618900661,1,6,0,0.109851637501156,1,1
"ENSG00000131171",0.011242320492574,0,2,2,0.109780599959478,1,1
"ENSG00000123983",2.2499378921452e-05,1,6,0,0.109701320452152,1,1
"ENSG00000168394",0.00760630940746269,1,3,0,0.109665325408449,1,1
"ENSG00000147687",0.00272654661708966,1,4,0,0.109423100382349,1,1
"ENSG00000175348",1.30814828703887e-06,1,4,0,0.109348274397723,1,1
"ENSG00000119655",2.45907264512444e-15,0,2,2,0.109236796144921,1,1
"ENSG00000177426",4.82216779767969e-08,1,7,0,-0.108836503978221,1,1
"ENSG00000149573",4.01556748469863e-08,1,5,0,0.1088351586551,1,1
"ENSG00000116171",9.10011835845477e-15,1,4,0,0.108761631596977,1,1
"ENSG00000173409",0.0179759694854307,0,2,2,-0.108570155149268,1,1
"ENSG00000005893",4.20318012331953e-08,1,4,0,-0.108156718237716,1,1
"ENSG00000170035",1.01006303771125e-05,1,4,0,-0.107967017881859,1,1
"ENSG00000164144",5.71668963237717e-05,1,6,0,0.107806798027588,1,1
"ENSG00000204498",3.87203835788312e-05,1,5,0,0.107782485235618,1,1
"ENSG00000185187",0.000849336954337791,1,5,0,-0.107410456725667,1,1
"ENSG00000007255",4.38020089587155e-08,1,5,0,-0.107136798688385,1,1
"ENSG00000165283",2.47534109748276e-14,1,3,0,0.107048112058377,1,1
"ENSG00000134308",0.00024350455999222,1,3,0,0.10661555008076,1,1
"ENSG00000095906",0.000350930059549845,1,3,0,0.106586085142799,1,1
"ENSG00000129625",0.00257221594143639,0,2,2,0.10651543821253,1,1
"ENSG00000118680",1.29700970957946e-12,0,2,2,-0.10645560960157,1,1
"ENSG00000144848",0.000154043253580937,1,3,0,-0.106226755975321,1,1
"ENSG00000237945",0.0244352296904985,1,3,0,-0.1061979579535,1,1
"ENSG00000136238",1.08837307573198e-17,1,3,0,0.106160045916497,1,1
"ENSG00000174851",1.85378079265362e-05,1,3,0,0.106037419550343,1,1
"ENSG00000100823",1.06727982699125e-06,1,6,0,0.105831912340276,1,1
"ENSG00000167858",5.51094923534454e-08,1,3,0,0.105526952766882,1,1
"ENSG00000026508",0.00953251924586944,1,9,0,0.105087146117917,1,1
"ENSG00000102316",1.87918429758661e-26,1,7,0,0.104843638745641,1,1
"ENSG00000136518",0.00773117410350066,1,4,0,0.104786653431957,1,1
"ENSG00000113648",0.00755842310094432,1,5,0,0.10445937929328,1,1
"ENSG00000141873",6.06182856810441e-05,1,3,0,0.104307769440923,1,1
"ENSG00000170545",0.000500758782691563,0.525003500297217,3,0,0.104101335288609,1,1
"ENSG00000087494",0.000485534141445256,1,7,0,0.104086640522274,1,1
"ENSG00000185043",2.03418035358406e-11,0,2,2,-0.104072058142757,1,1
"ENSG00000182853",0.00158098575718893,1,3,0,-0.103941851024457,1,1
"ENSG00000174446",0.0200396928744056,0.729984618120393,5,0,-0.103764241912389,1,1
"ENSG00000105372",0.0184483871960575,1,4,0,0.103452342196698,1,1
"ENSG00000099783",1.46255925849043e-26,1,7,0,-0.102999528108521,1,1
"ENSG00000117308",0.000970491190465923,1,5,0,-0.102860333393361,1,1
"ENSG00000143398",0.013543105972581,1,4,0,-0.102504961235695,1,1
"ENSG00000109390",0.00433562638587263,1,4,0,0.102331681244795,1,1
"ENSG00000278615",4.41708143325049e-05,1,3,0,0.102278059948519,1,1
"ENSG00000051108",4.04721327885477e-08,1,4,0,0.102187611575091,1,1
"ENSG00000167608",0.0130429885686385,1,3,0,-0.102024205652143,1,1
"ENSG00000161547",1.57374529641334e-18,1,6,0,-0.101370079939853,1,1
"ENSG00000172965",0.0270806204204342,0,2,2,0.101363934023718,1,1
"ENSG00000197111",5.52517082247265e-05,1,5,0,-0.100871335386003,1,1
"ENSG00000108465",0.00048052868334639,1,3,0,0.100780862421927,1,1
"ENSG00000158411",0.00147487970683965,1,4,0,-0.100552748056934,1,1
"ENSG00000089006",0.0188159951780211,1,7,0,-0.100550413475681,1,1
"ENSG00000122378",1.59098678117511e-05,1,4,0,-0.100459094636335,1,1
"ENSG00000147853",0.000147248529163063,1,4,0,0.100365675197451,1,1
"ENSG00000123415",0.00789801594372862,1,8,0,-0.100191933092946,1,1
"ENSG00000117748",0.0271997065299514,1,3,0,-0.0999058646657434,1,1
"ENSG00000132963",0.0093653024834183,0,2,2,-0.0998602194365551,1,1
"ENSG00000175193",0.000107242128244115,1,4,0,0.0994354550176516,1,1
"ENSG00000114120",0.0091318467534488,1,8,0,0.0985909785047302,1,1
"ENSG00000109854",0.000105285414570457,1,3,0,-0.0983432631957345,1,1
"ENSG00000007168",7.3238148764361e-07,1,5,0,-0.0980532176332984,1,1
"ENSG00000168439",1.11094747467927e-05,1,5,0,-0.0980446069230534,1,1
"ENSG00000147889",1.07506812730745e-06,1,7,0,-0.0978480057403314,1,1
"ENSG00000144744",0.0404022178155465,1,4,0,0.0978083959137284,1,1
"ENSG00000198643",1.22241619004567e-19,1,3,0,-0.0973718707793116,1,1
"ENSG00000174132",4.61826050505463e-10,1,3,0,0.0970239776531756,1,1
"ENSG00000108352",0.00820571029335514,1,3,0,0.096368409100071,1,1
"ENSG00000108654",2.21263242263095e-25,1,5,0,0.0963221540540151,1,1
"ENSG00000118418",0.000360623382813049,0,2,2,0.0960192736412808,1,1
"ENSG00000090238",1.35008804107565e-07,1,5,0,0.0959002945389701,1,1
"ENSG00000204344",0.00146053031037955,1,7,0,-0.0955413406007382,1,1
"ENSG00000198931",1.46941716620902e-11,1,5,0,-0.0954202404389599,1,1
"ENSG00000128463",0.000853975507085904,1,3,0,-0.0953178116337222,1,1
"ENSG00000213719",2.03568021275871e-07,1,4,0,0.0947215043914079,1,1
"ENSG00000135821",1.20243582009069e-07,1,4,0,-0.0944612280048795,1,1
"ENSG00000138085",3.65690225772453e-09,1,5,0,0.0943286903744801,1,1
"ENSG00000170291",0.00581028917225745,1,9,0,0.0942997974813332,1,1
"ENSG00000119888",7.1114981087749e-20,1,4,0,0.0941126747409526,1,1
"ENSG00000100883",0.0484309769145936,1,5,0,-0.0940818231890055,1,1
"ENSG00000127870",7.82095591376783e-05,1,6,0,-0.0940164574178172,1,1
"ENSG00000053371",6.59945248715238e-17,1,3,0,-0.0939086156796063,1,1
"ENSG00000213920",5.80561251403327e-05,1,6,0,0.0936136790965119,1,1
"ENSG00000057149",1.14034280105706e-45,0,2,2,-0.0932921039186434,1,1
"ENSG00000182220",0.000595233242802525,1,5,0,0.0932264648336271,1,1
"ENSG00000151465",1.21066940450745e-07,1,3,0,-0.0927959547457353,1,1
"ENSG00000186081",0.000142954220671821,0,2,2,0.0925960221835344,1,1
"ENSG00000176014",0.000702517595650562,1,3,0,0.0917643839977737,1,1
"ENSG00000170477",0.0432943274441841,0,2,2,0.0915567753760376,1,1
"ENSG00000106211",1.13802104576493e-41,1,3,0,-0.0910159040787609,1,1
"ENSG00000174917",0.0198460698847211,0,2,2,0.0910041772186708,1,1
"ENSG00000099330",0.00138971168234543,1,8,0,-0.0908604803876279,1,1
"ENSG00000175866",0.00385852308891288,1,9,0,-0.0906800857759085,1,1
"ENSG00000141552",0.00217233855765714,1,6,0,0.0905620021857787,1,1
"ENSG00000161981",8.47550317516603e-07,1,3,0,0.0905555249343695,1,1
"ENSG00000137752",0.00879315287102156,1,6,0,-0.0900543717175058,1,1
"ENSG00000073737",8.15573777578987e-07,1,5,0,0.0899813625842754,1,1
"ENSG00000160310",9.54370990966819e-05,1,5,0,0.0899175691972542,1,1
"ENSG00000087460",2.15219866902022e-37,1,11,0,-0.0897193545050087,1,1
"ENSG00000162910",0.00043059829107989,1,7,0,-0.0896431634490374,1,1
"ENSG00000161677",0.00122008140052356,1,4,0,-0.0894033060412794,1,1
"ENSG00000077942",0.035485632013635,1,4,0,0.0893659569077942,1,1
"ENSG00000107262",0.0101407436969709,1,4,0,0.0892858761688217,1,1
"ENSG00000135679",9.36865336567977e-05,1,7,0,0.0890849823811001,1,1
"ENSG00000079459",0.00417708383485659,1,4,0,-0.088868244795023,1,1
"ENSG00000109016",6.36662554511529e-06,1,4,0,-0.0887420347213341,1,1
"ENSG00000136280",8.5366934661291e-06,1,5,0,0.0884686740526657,1,1
"ENSG00000118849",0.0011586734591828,0,2,2,-0.088173048727473,1,1
"ENSG00000125611",0.00153321552850358,1,3,0,0.0877283964321841,1,1
"ENSG00000009307",1.39649819369989e-07,1,7,0,0.0876417253546377,1,1
"ENSG00000159713",2.77497438175823e-13,1,3,0,-0.0874406073452533,1,1
"ENSG00000172500",1.3386827326675e-14,1,4,0,-0.0873162093615135,1,1
"ENSG00000163319",0.00411216692001042,1,3,0,-0.0865244737603295,1,1
"ENSG00000133835",0.00564663385831048,1,3,0,-0.0864034641114158,1,1
"ENSG00000196154",6.52658515768765e-30,1,4,0,-0.0862492146752029,1,1
"ENSG00000066379",0.0259100901640628,1,4,0,0.0858251667988008,1,1
"ENSG00000159348",0.0174374765211957,1,3,0,-0.0855711820583086,1,1
"ENSG00000135373",0.000166112081739407,1,5,0,-0.085471520736896,1,1
"ENSG00000108953",2.78770131935252e-09,1,3,0,0.0853639506471709,1,1
"ENSG00000204257",0.0022258341546638,1,3,0,-0.0848897781365452,1,1
"ENSG00000136143",0.0154310615369454,1,3,0,-0.0848733166407313,1,1
"ENSG00000243955",0.0320260197276317,0,2,2,0.0845527421357023,1,1
"ENSG00000130511",0.0382269771278997,1,6,0,0.0844150759326133,1,1
"ENSG00000121578",0.00422072869905975,1,5,0,-0.0843400853702188,1,1
"ENSG00000114520",0.039114484291572,1,3,0,0.0840574293077518,1,1
"ENSG00000019102",0.0229561837054206,0,2,2,-0.0839567261816611,1,1
"ENSG00000087077",1.5432510721022e-13,1,4,0,-0.0825220374305863,1,1
"ENSG00000165949",8.51176059971938e-05,1,3,0,-0.0819694995575952,1,1
"ENSG00000095596",0.00317936818217322,1,3,0,0.0803971581550495,1,1
"ENSG00000172354",4.70476094883298e-13,1,5,0,0.0803479706699295,1,1
"ENSG00000135778",0.0120265830908494,1,5,0,0.0800696692712992,1,1
"ENSG00000159335",0.0479681686650117,0,2,2,-0.0798713898662622,1,1
"ENSG00000156261",9.80549567676653e-11,1,3,0,-0.079805148551962,1,1
"ENSG00000100519",9.87632926276015e-06,1,3,0,0.0797317366286987,1,1
"ENSG00000235162",0.000456200475409804,1,3,0,-0.0797117918683772,1,1
"ENSG00000129197",0.0249380857976555,1,7,0,-0.0796481953462766,1,1
"ENSG00000100711",0.00961991792896951,1,3,0,-0.0796066926707326,1,1
"ENSG00000159352",0.0125578269514985,1,4,0,-0.0794170870396522,1,1
"ENSG00000027697",1.72996616620808e-12,1,3,0,0.0793950493398447,1,1
"ENSG00000156976",1.42363288038379e-07,1,5,0,0.0789567672292611,1,1
"ENSG00000123179",0.0071471650337869,1,3,0,0.0779794797750594,1,1
"ENSG00000116044",6.30736513128067e-20,1,9,0,-0.0778400836077841,1,1
"ENSG00000168610",3.46378625536356e-06,1,6,0,-0.0776882943020832,1,1
"ENSG00000169764",0.000127915451795074,1,4,0,-0.0773706339868921,1,1
"ENSG00000125877",5.87049380488777e-05,1,7,0,-0.0773226965488452,1,1
"ENSG00000109971",0.000811486346490972,1,3,0,-0.0769294005053449,1,1
"ENSG00000092841",0.000497291318683638,0,2,2,-0.076746591648852,1,1
"ENSG00000244687",0.0244484202688493,1,7,0,-0.0763157291929682,1,1
"ENSG00000126945",5.16647746144474e-05,1,3,0,0.0760174857269338,1,1
"ENSG00000120306",0.0358242518931858,1,3,0,-0.0759442661327783,1,1
"ENSG00000054116",0.00158699485086239,1,3,0,0.0758405914318863,1,1
"ENSG00000165916",0.0412149874195768,1,3,0,0.0756739680984374,1,1
"ENSG00000213465",0.000570757832516085,1,3,0,0.0754753571793741,1,1
"ENSG00000042493",1.07386936377939e-13,1,3,0,0.0753830272040057,1,1
"ENSG00000169242",0.00278963925993843,1,3,0,-0.075020580846562,1,1
"ENSG00000125734",0.000117697280180191,1,5,0,0.0744977754669551,1,1
"ENSG00000132406",0.0133847864382092,1,3,0,0.0739704301060701,1,1
"ENSG00000004455",0.0230163512910848,1,4,0,0.0739031978250814,1,1
"ENSG00000173207",1.48427173332725e-05,1,4,0,0.0738063734883558,1,1
"ENSG00000163875",3.90893593737124e-07,1,5,0,-0.073471349493504,1,1
"ENSG00000013306",2.76095853220269e-05,1,4,0,0.0722744764313478,1,1
"ENSG00000135698",0.0496949612283189,0,2,2,0.0720214389886025,1,1
"ENSG00000007520",0.0239728519008442,0,2,2,-0.0719996352021785,1,1
"ENSG00000100243",0.0427478412306934,1,3,0,-0.0719392686252092,1,1
"ENSG00000104408",4.16130838176029e-09,1,3,0,-0.0713745930416584,1,1
"ENSG00000168090",7.73778288927598e-05,0,2,2,0.0711331347779351,1,1
"ENSG00000143771",0.0494342360905543,1,4,0,-0.0710754731320821,1,1
"ENSG00000166946",0.0111660436241666,1,4,0,-0.0699537195779434,1,1
"ENSG00000160799",0.000862428960267357,1,5,0,-0.0698981395285685,1,1
"ENSG00000179958",0.0105846621092837,1,4,0,0.069841472940398,1,1
"ENSG00000126457",0.00999795771697876,0,2,2,-0.0698112081528638,1,1
"ENSG00000077549",0.0358240289489833,0,2,2,0.0697959511762118,1,1
"ENSG00000165672",0.000128796665340437,0,2,2,0.0693053032437454,1,1
"ENSG00000077327",0.022306201656236,1,6,0,-0.0684341610956773,1,1
"ENSG00000167920",0.0196761203013325,1,4,0,-0.0677980024483928,1,1
"ENSG00000197982",0.00616522836050703,1,3,0,-0.0676017127865134,1,1
"ENSG00000171928",0.000740387552982558,1,3,0,0.0674089978431823,1,1
"ENSG00000102119",0.00197620118916931,1,4,0,-0.0673973894750561,1,1
"ENSG00000117362",0.0157098704267328,1,6,0,-0.0672195538778513,1,1
"ENSG00000196268",0.0458273761618131,1,3,0,-0.0671399705051714,1,1
"ENSG00000213928",7.30782492484756e-06,1,5,0,-0.066988632612441,1,1
"ENSG00000099341",7.99564173900973e-06,1,3,0,-0.0662973722938707,1,1
"ENSG00000169189",0.0355548526719132,0,2,2,-0.0659042810424463,1,1
"ENSG00000104915",0.0087993974211041,1,3,0,-0.0654740909580069,1,1
"ENSG00000095059",0.0103000612319684,1,4,0,-0.0648711455797539,1,1
"ENSG00000115541",0.0111753290067635,0,2,2,-0.0648239978116114,1,1
"ENSG00000135486",7.85037456296729e-23,1,5,0,0.0644985104180644,1,1
"ENSG00000142765",1.01442083903307e-08,1,3,0,0.0642548535425984,1,1
"ENSG00000166136",1.41558582145207e-15,1,3,0,0.0638262635533277,1,1
"ENSG00000123562",2.90015478232779e-05,1,8,0,0.0635920105608678,1,1
"ENSG00000198074",7.04920208115949e-20,1,4,0,0.0623316436827823,1,1
"ENSG00000137331",6.47132836679748e-06,0,2,2,-0.0616566989743907,1,1
"ENSG00000170270",3.29833366914939e-05,1,3,0,-0.0615828313306224,1,1
"ENSG00000164258",5.2091572821606e-05,1,3,0,-0.0614192817592182,1,1
"ENSG00000187514",8.35002117462652e-30,1,3,0,0.0608227014594813,1,1
"ENSG00000198356",0.00201447486397735,1,3,0,0.0602322033170736,1,1
"ENSG00000198563",7.05378338368981e-06,1,4,0,0.0599860228916303,1,1
"ENSG00000185201",0.00144723229723775,1,4,0,0.0572264894505268,1,1
"ENSG00000172270",5.23653313655613e-07,1,3,0,-0.0564568644085916,1,1
"ENSG00000138663",0.0115153484844924,1,3,0,0.0561169787035963,1,1
"ENSG00000154723",0.00998888772430215,1,3,0,0.0560144530414698,1,1
"ENSG00000101084",0.0089597776309618,0,2,2,0.055217616964108,1,1
"ENSG00000174780",0.0059045499495673,1,3,0,-0.0545542944883463,1,1
"ENSG00000167004",0.0357848754666866,0,2,2,-0.0542422637669638,1,1
"ENSG00000140374",0.000243295112748315,1,6,0,0.0537401046685095,1,1
"ENSG00000162078",0.0393959033170085,0,2,2,0.0532241829463386,1,1
"ENSG00000244274",0.0235201886030251,1,4,0,0.0522866028201272,1,1
"ENSG00000243649",0.0016533125420228,1,3,0,-0.0517109656102927,1,1
"ENSG00000118523",0.000858960947952161,1,3,0,0.051685078752122,1,1
"ENSG00000075142",0.0389137924239265,1,3,0,-0.0514798225018535,1,1
"ENSG00000185885",0.00242587294854179,0,2,2,0.0502821467843219,1,1
"ENSG00000136810",4.26076872781234e-07,1,3,0,0.050198674962019,1,1
"ENSG00000220205",3.64013525933123e-05,1,3,0,0.0495146754652214,1,1
"ENSG00000205420",0.00464625570184555,0,2,2,-0.0480841941654077,1,1
"ENSG00000133872",0.0288167346427079,1,4,0,-0.0477712341199081,1,1
"ENSG00000096384",0.00882212433877877,0,2,2,-0.0455996823589141,1,1
"ENSG00000134339",0.0142119442677135,1,3,0,-0.0444349643927707,1,1
"ENSG00000128422",1.7809640284827e-11,0,2,2,-0.0444117177573386,1,1
"ENSG00000143420",0.00411216692001042,1,3,0,-0.0439590631678974,1,1
