"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Suprabasal_VIC01_72hpi_child_Infected-Suprabasal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000143622",0.00383785409116782,1,5,0,-0.726912883119487,1,0.833333333333333
"ENSG00000070831",2.60909895102514e-51,1,3,0,0.726751027715691,1,1
"ENSG00000131941",6.31397768228893e-05,1,3,0,-0.725910455638389,1,0.833333333333333
"ENSG00000156413",3.62664826960606e-07,1,5,0,-0.724046125812683,1,0.666666666666667
"ENSG00000152642",0.0145818255114891,0.022874073483935,3,1,-0.706129301306792,0.833333333333333,0.5
"ENSG00000160298",1.68351895607072e-07,1,7,0,0.705178417898782,1,0.5
"ENSG00000113387",6.13572731159534e-18,1.25000510804084e-11,4,1,-0.701753905247174,1,1
"ENSG00000021355",4.05155089812995e-15,1.18918109152977e-11,5,1,0.700366762098107,1,0.833333333333333
"ENSG00000130702",9.7209423454043e-06,1,5,0,-0.69954364699316,0.833333333333333,0.666666666666667
"ENSG00000112977",7.55489640171219e-06,0.000220759512937663,3,1,0.698051673590696,1,1
"ENSG00000154813",0.000107079969800634,0.0600885931843851,4,0,-0.695913332960131,1,0.666666666666667
"ENSG00000172809",0.0284876442747115,0.0818872157116445,3,0,0.695866371221288,0.833333333333333,0.833333333333333
"ENSG00000226067",0.00843478106574718,0.431891791635624,4,0,-0.695579021355492,1,0.666666666666667
"ENSG00000266412",7.82565923540947e-22,1,8,0,0.693268291278547,1,0.666666666666667
"ENSG00000115677",1.18651395266289e-06,1,4,0,-0.692671118956381,1,0.833333333333333
"ENSG00000076554",3.53171122982492e-23,1,7,0,0.692039290451722,1,0.666666666666667
"ENSG00000198960",0.00111828049081502,0.00243274270598368,3,1,0.690330252312578,1,0.666666666666667
"ENSG00000204618",0.00255753376865675,0.00590922351191362,4,1,0.689538178463842,1,0.666666666666667
"ENSG00000143153",1.64938926305361e-21,1,4,0,0.686310428690468,1,1
"ENSG00000155508",0.0143274393773695,1,3,0,-0.685129179518132,1,0.833333333333333
"ENSG00000189403",4.2244105569903e-101,1,6,0,0.682147598582422,1,1
"ENSG00000166869",2.61632326298103e-09,1,3,0,0.681025413520243,1,0.833333333333333
"ENSG00000156453",0.00224686327255416,0.000605456342633981,3,1,-0.680164990525651,1,0.833333333333333
"ENSG00000115806",0.0012726789738619,0.000754289857109754,3,1,0.676594543141368,1,0.833333333333333
"ENSG00000164904",5.03904323713417e-09,0.462441269822427,6,0,0.676469968436723,1,0.833333333333333
