"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Goblet_uninfected_child_Uninfected-Goblet_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000160789",8.78573188827986e-05,1.23943001421175e-05,3,2,-0.273373458621031,1,1
"ENSG00000185499",8.10234936341433e-13,0.00173187388599015,6,2,-0.273313805727879,1,1
"ENSG00000196141",0.0317109226655471,0.137875458409796,8,0,-0.272389907434497,1,0.833333333333333
"ENSG00000213246",0.0111570581454887,0.00754019551479687,3,1,-0.272309012490454,1,1
"ENSG00000198467",0.0234872983308618,0.019729993305815,3,1,0.270935814171567,1,1
"ENSG00000107175",0.00732637097985305,0.305101446046931,3,0,-0.270328126211673,1,1
"ENSG00000245694",2.20957752781297e-14,0.000819684773003413,7,1,0.269461390615895,1,1
"ENSG00000003402",1.54680575988452e-13,0.02002359192208,9,1,-0.267441406911819,1,0.833333333333333
"ENSG00000177200",0.000927008344266222,1,9,0,-0.266998357718991,1,0.833333333333333
"ENSG00000162949",0.000152457825567013,5.89701449111789e-05,5,1,0.26698539497406,1,1
"ENSG00000157637",0.0134732916538983,1,6,0,-0.266666666843072,1,0.833333333333333
"ENSG00000169062",0.00802648835826885,1,9,0,0.263500623827009,1,0.666666666666667
"ENSG00000198663",0.028226572234099,0.290288366553498,3,0,-0.263016624914726,0.833333333333333,0.833333333333333
"ENSG00000188529",0.00262434366098228,1,6,0,0.262761403278124,1,0.833333333333333
"ENSG00000141027",8.7671802310833e-05,0.0155646679919609,7,1,0.26204276043531,1,1
"ENSG00000174446",0.0112691365747511,0.459276422734072,4,0,-0.260800488390802,1,1
"ENSG00000159388",0.00115252033070627,0.020359847525423,3,1,-0.260365124782728,1,1
"ENSG00000185187",0.00889912506220246,0.00928178646654603,4,1,-0.259308486956686,1,1
"ENSG00000016864",7.93172588584042e-13,1,10,0,0.258222827995841,1,1
"ENSG00000131188",0.0324929251578709,0,2,2,-0.257930794321794,1,1
"ENSG00000011009",0.0277497674832742,0.270874583659226,5,0,-0.257301161365077,1,1
"ENSG00000067182",0.0215920396260478,0.796483542933542,3,0,0.256452042522142,1,1
"ENSG00000006118",0.00432013723044551,0.519172675305083,4,0,0.256410511975586,1,1
"ENSG00000100151",0.0364022274515843,0.550407410761886,5,0,0.256218959619116,0.833333333333333,0.833333333333333
"ENSG00000183283",1.2648650738649e-05,0.748841943901051,6,0,0.255953179523753,1,1
"ENSG00000078808",0.000589921647917609,0.1903831020209,3,0,0.254675367183595,1,1
"ENSG00000157911",0.0290517658035281,1,3,0,0.253737788050773,1,0.833333333333333
"ENSG00000115514",0.00331555090584026,0.150381733242396,4,0,-0.253161593663018,1,1
"ENSG00000276422",0.000519877627574205,0.000203274210134576,4,1,0.252850546277339,1,1
"ENSG00000114354",7.45798771198397e-05,0.256591382932892,4,0,-0.250264090271506,1,1
"ENSG00000197956",9.20414263080187e-290,1,3,0,-0.2493832231824,1,1
"ENSG00000166920",6.48616142077284e-09,1,4,0,-0.248207514083151,1,1
"ENSG00000105655",0.0117111181124735,1,5,0,-0.247566582578921,1,1
"ENSG00000158163",0.000882589402139261,1,6,0,0.246368920927454,1,0.666666666666667
"ENSG00000111596",0.00971335242647656,0.097095823944627,6,0,0.246209473340153,1,1
"ENSG00000160799",0.00285080660667935,0.0163679554975252,5,1,0.245990252434335,1,1
"ENSG00000105699",0.000297421885119219,0.0439648644183497,5,1,-0.244529286928116,1,1
"ENSG00000175482",0.000202234529249804,0.468028131984472,6,0,0.243591510740267,1,1
"ENSG00000112981",0.000585121012691496,0.0100902889723372,4,2,0.242441749679231,1,1
"ENSG00000138674",0.00258095193501962,1,7,0,-0.242424242424242,1,1
"ENSG00000102854",1.09529176573565e-11,0.0471246796838556,7,1,-0.241176468854628,1,1
"ENSG00000087460",1.86724147252685e-23,0.0153961298722606,10,1,-0.240550899537172,1,1
"ENSG00000151327",0.00138377713527017,1,4,0,0.240150080713585,1,1
"ENSG00000105289",0.000213520689222972,1,5,0,0.239156817480398,1,1
"ENSG00000174720",0.022366620496502,0.440950665404188,6,0,0.238403985554849,1,0.833333333333333
"ENSG00000118705",0.000474545108313371,0.223694191289373,4,0,0.238356472812878,1,1
"ENSG00000100883",0.00854112648350067,0.118181250093779,6,0,-0.238249801556008,1,1
"ENSG00000204054",0.00033778997291353,1,7,0,0.238095134599609,1,1
"ENSG00000173467",9.73563323026821e-16,1,4,0,0.237046629279201,1,1
"ENSG00000109046",0.00114859530202696,0.100259943316318,6,0,-0.236842162504469,1,0.833333333333333
"ENSG00000132676",0.0264525982961484,0.589676851507308,6,0,0.235666329699239,1,1
"ENSG00000010361",0.0152142962119703,1,6,0,0.234027324414418,1,0.666666666666667
"ENSG00000092820",0.00574677005783245,0.00175270647503022,4,2,0.233784928822375,1,1
"ENSG00000126456",0.00404207972074939,0.180862222235193,5,0,0.233342653051127,1,1
"ENSG00000167978",3.11258863938883e-08,0.283185927336608,12,0,-0.233333104481529,1,1
"ENSG00000147099",0.0457075406259932,1,7,0,-0.233332103678439,1,1
"ENSG00000172113",0.0209000621741194,1,7,0,0.232879939392152,1,0.833333333333333
"ENSG00000108587",2.60421982735847e-05,1,5,0,0.232434500073666,1,1
"ENSG00000134152",0.0362779775078563,1,6,0,-0.2322061754084,1,1
"ENSG00000167642",4.67345576890806e-07,9.86295721299161e-08,3,1,-0.231984652928341,1,1
"ENSG00000112699",2.00644935400833e-05,1,4,0,-0.231873624692486,1,1
"ENSG00000144566",0.018905716322039,1,4,0,0.231732372480974,0.833333333333333,0.833333333333333
"ENSG00000227036",8.90280283558071e-05,6.1051682828269e-05,8,1,0.231399428406414,1,1
"ENSG00000119333",0.000162225442186849,0.0167565195632748,3,1,0.231284424123691,1,1
"ENSG00000126653",0.0197828741847921,1,7,0,0.230422248075197,1,0.833333333333333
"ENSG00000060237",0.013225969559351,0.158750741245551,3,0,0.230334447198865,1,1
"ENSG00000167920",0.0317060742113596,0.767226470362351,4,0,0.229602162954372,0.833333333333333,0.833333333333333
"ENSG00000198492",0.000698622910974044,0.258939526265176,6,0,0.229531653440715,1,1
"ENSG00000137767",0.0410575353387093,0.492334813283006,3,0,-0.229213392353385,1,1
"ENSG00000111639",3.6396866927583e-20,5.48996684712715e-06,4,1,0.229182351404336,1,1
"ENSG00000139644",4.87066053997795e-07,0.0175722852805997,3,1,0.227418657856956,1,1
"ENSG00000133265",0.0293548465608486,1,5,0,0.225549167874366,1,1
"ENSG00000153443",0.00315672404607617,0.431618345891203,5,0,0.224887648981502,1,1
"ENSG00000127125",9.85406501644291e-06,1,5,0,0.223594829419439,1,1
"ENSG00000147676",0.0331331034856141,0,2,2,0.222856300433426,1,1
"ENSG00000163382",1.03490951225809e-06,0.508766276216325,3,0,0.222791545848138,1,1
"ENSG00000127022",2.07830269095741e-06,0.02224959218019,4,1,-0.222681333454793,1,1
"ENSG00000103275",0.00138019090835149,1,10,0,0.222222222222222,1,0.833333333333333
"ENSG00000103942",0.00602038224238337,1,4,0,0.221802035834964,1,1
"ENSG00000124802",0.0432197332610944,0,2,2,0.22173557514225,1,1
"ENSG00000189403",5.83655630300531e-46,1,6,0,0.221618802480199,1,1
"ENSG00000174780",0.0181314643415143,0.0033414055781237,3,1,0.220379062178358,1,1
"ENSG00000198242",1.71711148572358e-23,1,3,0,0.219854314105598,1,1
"ENSG00000243836",1.65919299921579e-09,1,3,0,-0.218504205244151,1,1
"ENSG00000104611",0.0446867213195155,1,7,0,0.218323714792375,0.833333333333333,0.833333333333333
"ENSG00000102904",0.0455192227677101,1,7,0,0.217920324945246,1,0.666666666666667
"ENSG00000196344",1.526958791827e-07,0.0312792064671339,6,1,-0.216932261506737,1,1
"ENSG00000122482",0.0266564835173001,1,7,0,-0.216092985744051,1,0.666666666666667
"ENSG00000125445",2.39764113018837e-07,1,4,0,-0.214508615473755,1,1
"ENSG00000122359",1.17995988076696e-15,1.05830025965687e-05,6,1,-0.21324984076441,1,1
"ENSG00000163931",7.07386799753479e-10,6.47604525604516e-05,3,1,-0.211030644891857,1,1
"ENSG00000111912",5.37955755249142e-05,0.262039068747925,6,0,0.210927083284999,1,1
"ENSG00000146674",0.000273454753939493,0.202567969498931,4,0,-0.210295177677365,1,1
"ENSG00000073737",0.00571809329087598,0.000911774650069895,5,1,0.209143440815261,1,1
"ENSG00000163565",6.35836666126262e-07,0.429530643093941,12,0,0.209084575668111,1,0.833333333333333
"ENSG00000136810",9.14957896794915e-111,1,4,0,0.208641554908641,1,1
"ENSG00000164172",0.000636488731954637,1,5,0,0.207084588950964,1,1
"ENSG00000168275",0.0381476228656334,0,2,2,0.206788282750065,1,1
"ENSG00000170892",1.75105173459358e-06,1,5,0,0.205129341410509,1,1
"ENSG00000159335",0.0154632701786752,0.0605536188094701,3,0,0.204802744918045,1,1
"ENSG00000185055",0.00078787240968146,1,6,0,0.204486859676364,1,1
"ENSG00000118849",0.00105570136239044,0.000136939739879288,3,1,0.203678261478251,1,1
"ENSG00000177989",1.79504557474457e-13,1,7,0,0.203268730636011,1,1
"ENSG00000103496",0.0327442330440281,1,3,0,0.203014505397912,1,1
"ENSG00000079459",0.000229324477481892,1,3,0,-0.202592150433396,1,1
"ENSG00000110321",4.02862967108873e-17,0.0970220942462974,8,0,0.199682662948293,1,1
"ENSG00000034239",0.00111984614349053,0.0579987655011495,9,0,-0.19926444390727,1,1
"ENSG00000148735",0.00689154880139608,0.980285452056382,7,0,-0.198892238980792,1,0.833333333333333
"ENSG00000114416",0.00198682311454862,0.653328887592115,10,0,0.198861476738305,0.833333333333333,0.666666666666667
"ENSG00000163466",2.40798920154157e-13,2.8946412061425e-14,3,1,0.198833230025281,1,1
"ENSG00000115875",8.99787704143318e-10,1.05678529982183e-07,5,1,0.197692161624683,1,1
"ENSG00000135778",0.00589798081069517,0.128424726330695,6,0,-0.197508525241257,1,1
"ENSG00000128016",5.53677051516932e-09,1,4,0,0.196901778992655,1,1
"ENSG00000166333",0.0369653819806405,1,5,0,0.194994018372036,0.833333333333333,0.833333333333333
"ENSG00000051620",0.00175136489383224,0.000329786477207304,3,2,0.194975967685289,1,1
"ENSG00000143222",5.76292613894311e-52,1,4,0,0.194618492057307,1,1
"ENSG00000090238",0.000168132460350914,0.0201782963979307,5,1,0.194120479725708,1,1
"ENSG00000115884",0.0226346277985968,0.485481338867626,4,0,0.193923979121994,1,1
"ENSG00000176920",0.00445594007363,0.108114886879758,5,0,0.192650698374358,1,1
"ENSG00000176393",0.0401144060591802,1,4,0,0.192234469457514,1,1
"ENSG00000182853",2.6872576196662e-07,4.46077157444507e-08,3,1,0.19221137564565,1,1
"ENSG00000176153",0.04267547335368,0,2,2,0.191687138399566,1,1
"ENSG00000105223",0.00103849260856197,1,10,0,-0.191489371377828,1,1
"ENSG00000161999",0.00483218412579053,1,8,0,0.19047652455593,1,0.666666666666667
"ENSG00000270647",0.00182050898045407,1,5,0,0.190269518702034,1,1
"ENSG00000137776",0.00235448087936602,1,7,0,0.189361863377129,1,0.833333333333333
"ENSG00000203985",0.0405508848010592,0.182389679746871,8,0,0.189287263500443,1,0.833333333333333
"ENSG00000198643",5.03361474147709e-06,0.0579170959655529,3,0,-0.188744075551535,1,1
"ENSG00000106635",0.00621190505673182,1,4,0,0.187500000000058,0.833333333333333,0.833333333333333
"ENSG00000183207",0.00260634992708545,0.00277730250921611,4,1,-0.185173041432805,1,1
"ENSG00000116209",3.11956996534834e-27,1,4,0,-0.185041957485254,1,1
"ENSG00000127337",0.0324599420905645,1,3,0,0.183503481917889,1,1
"ENSG00000166145",0.000110398749747534,1,6,0,0.183456934585654,1,1
"ENSG00000071553",0.000493954133769628,0.026788600923826,3,1,0.183453045544434,1,1
"ENSG00000138036",0.00677773934472641,1,5,0,0.182389781765718,1,1
"ENSG00000087842",1.1042438526727e-06,1,4,0,-0.181978832051706,1,1
"ENSG00000090621",0.00474956650774393,1,7,0,0.181196745360902,1,1
"ENSG00000122644",2.20950586362242e-07,1,6,0,-0.180964941930217,1,1
"ENSG00000062038",0.00983595638552219,1,3,0,0.180144043421925,1,1
"ENSG00000114115",0.00021726092437559,0.085755308390527,3,0,-0.179531458492875,1,1
"ENSG00000005469",0.0453749627871845,1,4,0,-0.17948717948718,1,1
"ENSG00000130731",0.0121429496513169,0.233550934041577,7,0,0.177513167583866,1,1
"ENSG00000026508",0.00555273043216534,1,8,0,0.177477227143983,1,1
"ENSG00000127314",7.1808525936108e-05,1,3,0,-0.177096579365802,1,1
"ENSG00000184110",5.47688530624398e-06,0.973927503475907,4,0,0.176624599239749,1,1
"ENSG00000151465",0.0445701168327498,1,3,0,-0.176615144239776,1,1
"ENSG00000170035",0.00841710568088572,1,5,0,0.176016861976465,1,1
"ENSG00000168439",0.0083874573622667,1,4,0,-0.175926615273631,0.833333333333333,0.833333333333333
"ENSG00000162496",1.42996136815583e-12,1,8,0,-0.174086324875685,1,1
"ENSG00000129295",0.0477322213090436,1,6,0,0.173760829048626,1,1
"ENSG00000166598",3.343369580091e-08,0.0213551649143389,5,1,-0.173529465981575,1,1
"ENSG00000110492",1.15730367041287e-07,1,4,0,-0.173418359817992,1,1
"ENSG00000078674",1.41226895908309e-05,1,9,0,-0.173076923076923,1,0.833333333333333
"ENSG00000167526",2.07082707219177e-07,1,5,0,-0.171547099503543,1,1
"ENSG00000050405",0.0153006218880277,1,5,0,-0.170505806984061,1,1
"ENSG00000105701",0.0440395792817921,1,3,0,-0.170426442699884,1,1
"ENSG00000089053",0.0178534919332527,0.831923470804725,4,0,0.170376747902075,1,1
"ENSG00000122378",0.0168936763534749,0.550624167113982,4,0,0.16812344633806,1,1
"ENSG00000163660",3.480539836556e-09,1,7,0,0.167861225761187,1,1
"ENSG00000272398",8.9528481443763e-11,1,4,0,-0.16683618901971,1,1
"ENSG00000241468",0.00198900034060101,1,3,0,-0.166453263799045,1,1
"ENSG00000183828",0.0475427256215791,0.496152538520983,4,0,0.166418391717121,1,1
"ENSG00000130816",0.0300803051214466,1,5,0,0.166270119662041,1,1
"ENSG00000146729",0.0221767021519127,1,3,0,-0.166168860733386,1,1
"ENSG00000189143",3.42884751733958e-46,1,3,0,0.165690790405956,1,1
"ENSG00000102317",0.00400107233815416,0.190135023934272,3,0,-0.165117881613316,1,1
"ENSG00000254505",0.0188616207966305,0.0281027743204155,3,1,-0.164217052152328,1,1
"ENSG00000161677",0.000203706604202269,0.0291076332930334,4,1,0.162873171576106,1,1
"ENSG00000131037",0.0060118870843238,1,7,0,-0.162609069065869,1,1
"ENSG00000112237",0.00571809329087598,1,5,0,0.162161992031533,1,1
"ENSG00000147403",1.30340092956448e-15,1,6,0,0.161477363738576,1,1
"ENSG00000173418",0.0266564835173001,1,3,0,0.16108878941594,1,1
"ENSG00000148120",5.09740906152039e-07,1,5,0,-0.160906168068772,1,1
"ENSG00000100804",2.49902179283362e-09,1,3,0,-0.160480735309809,1,1
"ENSG00000213920",0.0217508975628592,1,4,0,-0.160045523885314,1,1
"ENSG00000164924",0.00245464841885889,0.608962937575091,9,0,-0.15711724221529,1,1
"ENSG00000031698",0.00324812049919102,1,3,0,-0.156123515048266,0.833333333333333,0.833333333333333
"ENSG00000161203",1.30602995669776e-12,1,4,0,-0.154522639906968,1,1
"ENSG00000105854",0.00013384378338885,1,4,0,0.154382623934582,1,1
"ENSG00000135245",0.02492828492227,1,3,0,0.153734124269056,1,1
"ENSG00000147123",1.96090624150276e-06,0.773943923523361,5,0,-0.15308187404186,1,1
"ENSG00000154640",0.000237851184252568,1,3,0,-0.152601741481919,1,1
"ENSG00000106077",0.00720050816867348,1,5,0,-0.151667869455552,1,1
"ENSG00000186298",1.58096954137336e-05,0.519051998448459,6,0,0.150299358281206,1,1
"ENSG00000179262",2.96251500300633e-05,0.150325931304915,3,0,0.15003801238449,1,1
"ENSG00000137098",0.0163846237892161,1,5,0,0.149748936512101,1,1
"ENSG00000159588",0.0255546492405523,1,12,0,0.149558829629726,1,0.833333333333333
"ENSG00000070526",0.0168936763534749,1,7,0,0.149050017269179,1,1
"ENSG00000143819",9.01440258223898e-23,1,3,0,0.148301547643431,1,1
"ENSG00000127184",1.02084117954666e-06,1,3,0,-0.148092077292808,1,1
"ENSG00000100219",0.00547277383445258,1,5,0,0.146358768822435,1,1
"ENSG00000197111",0.00475504171350271,0.145689825212559,7,0,-0.145204886306135,1,1
"ENSG00000186594",0.0421795318896363,1,12,0,0.144838473889007,0.833333333333333,0.833333333333333
"ENSG00000173933",0.0368987725201825,1,4,0,0.144580565742627,1,1
"ENSG00000169223",2.19302294199719e-10,1,3,0,0.144471530601595,1,1
"ENSG00000100591",6.0620272080527e-06,1,3,0,-0.143094039690733,1,1
"ENSG00000137309",0.000110343420905808,1,5,0,-0.142063442094299,1,1
"ENSG00000168288",7.41931891534752e-06,1,3,0,-0.141928346498947,1,1
"ENSG00000123179",0.0165738969187252,0.0032907657532682,3,1,0.141799547868211,1,1
"ENSG00000116171",1.69651083201397e-07,1,7,0,-0.140704604096298,1,1
"ENSG00000112335",0.000174980669295199,1,5,0,-0.140520584349328,1,1
"ENSG00000161547",2.56961006364319e-05,1,6,0,-0.140309032529835,1,1
"ENSG00000005001",1.35386769714472e-06,1,5,0,0.139405801663103,1,1
"ENSG00000116754",0.00139266540763145,1,6,0,0.1386204648397,1,1
"ENSG00000081870",0.0370733463947288,0.229881465613568,4,0,-0.136588123590063,1,1
"ENSG00000110958",1.34429972089672e-07,1,4,0,0.135802854907191,1,1
"ENSG00000125611",0.00122564627229894,1,3,0,-0.133591003524789,1,1
"ENSG00000180964",0.0476091214112761,1,3,0,0.133457220398485,1,1
"ENSG00000155366",0.0038473086031001,1,4,0,0.132656718569444,1,1
"ENSG00000185896",0.0122344060770923,0.245862403531822,3,0,-0.131877779340725,1,1
"ENSG00000133318",0.000622795996498942,1,4,0,0.131441343623623,1,1
"ENSG00000048342",0.00140343584212839,1,6,0,-0.129640592164281,1,1
"ENSG00000124299",0.0117111181124735,1,3,0,-0.126581933850468,1,1
"ENSG00000172270",0.000652111912054508,0.0128099585842014,3,1,-0.126297302876728,1,1
"ENSG00000165119",3.90282080435176e-09,1,7,0,0.125114953033047,1,1
"ENSG00000168610",0.00163083660125394,1,6,0,-0.124002719434691,1,1
"ENSG00000134308",0.0133963830423811,0.231055364262215,3,0,-0.123556213618,1,1
"ENSG00000132780",0.00216246795239705,1,6,0,-0.122023673426519,1,0.833333333333333
"ENSG00000053371",4.10208648576387e-07,1,3,0,-0.120631795860854,1,1
"ENSG00000162069",0.0127037190971095,1,4,0,-0.120482205599878,1,1
"ENSG00000106853",0.0334090433309652,0.29553280611953,7,0,0.120318238798192,1,1
"ENSG00000128581",1.25508198071379e-05,1,7,0,0.120254112846629,1,1
"ENSG00000169738",1.58842028709754e-07,1,5,0,0.120016996232572,1,1
"ENSG00000176209",0.0489638316231093,0.267144665253849,5,0,-0.120005640060311,1,1
"ENSG00000179218",0.0246925797508181,0,2,2,0.119660856258916,1,1
"ENSG00000183172",0.0172434938028124,1,4,0,0.119514375461806,1,1
"ENSG00000060138",5.24774986666174e-18,1,7,0,-0.119454892341828,1,1
"ENSG00000126457",7.0858959502257e-05,1,3,0,0.118880855581012,1,1
"ENSG00000165795",0.000237851184252568,1,10,0,0.11626984126983,1,1
"ENSG00000143320",3.11702310195914e-07,1,3,0,0.115459817671806,1,1
"ENSG00000171604",9.2077698360324e-07,1,7,0,0.114500750683639,1,1
"ENSG00000164081",0.027328460265167,0.84863202296663,5,0,0.114350554457644,1,1
"ENSG00000120725",0.00138604881491048,1,6,0,-0.113637031483346,1,1
"ENSG00000106211",1.16950467709091e-19,1,3,0,-0.111758843918069,1,1
"ENSG00000117984",0.00213511074513524,1,3,0,0.111395027526846,1,1
"ENSG00000197448",0.0166230801075736,0,2,2,-0.110997760995237,1,1
"ENSG00000130429",1.29347089899590e-12,1,3,0,0.109478421887605,1,1
"ENSG00000123240",0.0416741079418347,1,7,0,0.107882515697689,1,1
"ENSG00000128463",0.000363913457688353,1,4,0,0.107843241093889,1,1
"ENSG00000135535",0.00624084343845732,1,6,0,-0.107087090157743,1,1
"ENSG00000140319",0.000309696762642006,0,2,2,-0.104769194493955,1,1
"ENSG00000175334",1.32661560703616e-05,1,5,0,0.10388206994358,1,1
"ENSG00000169764",7.46132637184742e-05,1,6,0,-0.102041032099393,1,1
"ENSG00000144451",0.00154608969964453,1,3,0,0.101536229430455,1,1
"ENSG00000009307",0.0489638316231093,0.321422489991782,5,0,-0.101460215006046,1,1
"ENSG00000108654",1.44513296631537e-06,1,4,0,-0.101203839486245,1,1
"ENSG00000136238",0.000144209048521285,1,3,0,0.100656779371831,1,1
"ENSG00000243927",0.0325628510714968,1,4,0,0.100325465577445,1,1
"ENSG00000156261",0.0209931692042683,1,3,0,-0.099308719392124,1,1
"ENSG00000127948",0.00107963001939297,1,4,0,0.0971779473258535,1,1
"ENSG00000109062",0.00135584415745763,1,4,0,0.0967016263595319,1,1
"ENSG00000027697",0.0168936763534749,1,3,0,0.096567447188634,1,1
"ENSG00000181885",1.45374190648458e-05,1,3,0,-0.0962660170591319,1,1
"ENSG00000172757",3.1781447896158e-08,1,3,0,0.0953310016639996,1,1
"ENSG00000116044",0.00406065292858013,1,7,0,-0.094764347090374,1,1
"ENSG00000213719",0.000426133703461588,1,4,0,-0.0944399755554595,1,1
"ENSG00000160188",2.33439736833809e-10,1,4,0,-0.0915343431161084,1,1
"ENSG00000230937",0.000887095658787963,1,8,0,0.0909099426988008,1,1
"ENSG00000162909",0.0131961766906935,0,2,2,0.088553222597876,1,1
"ENSG00000153774",0.0438285902196879,1,5,0,0.0883371313864603,1,1
"ENSG00000165283",0.00117137149321424,1,3,0,0.0874439714231396,1,1
"ENSG00000163634",0.0099699380772146,1,4,0,0.0872149967800312,1,1
"ENSG00000102316",0.000151088993744496,1,6,0,0.0855223280779533,1,1
"ENSG00000143771",0.0421447975206199,0.877317827033061,5,0,0.0844354847552394,1,1
"ENSG00000106541",8.28666768320291e-11,1,3,0,-0.0827982418838753,1,1
"ENSG00000135373",0.0497884673663201,1,6,0,-0.0825322509331222,1,1
"ENSG00000133872",9.955940515077e-06,1,5,0,0.0810847803484623,1,1
"ENSG00000267795",0.00765173079540647,1,3,0,-0.0788650191057357,1,1
"ENSG00000109736",0.000530056955206856,1,4,0,0.0782435736459315,1,1
"ENSG00000075415",1.25486545877307e-09,1,3,0,-0.0772747146536778,1,1
"ENSG00000057149",2.85490228380473e-21,0,2,2,0.075707959225524,1,1
"ENSG00000142864",1.8770131317211e-05,1,7,0,-0.0748965714962097,1,1
"ENSG00000241343",0.00201738162630875,0,2,2,-0.0742625386215826,1,1
"ENSG00000142765",0.0187018527450181,1,3,0,-0.0729728135742983,1,1
"ENSG00000161011",0.00522878658290129,1,4,0,0.071400786576613,1,1
"ENSG00000138326",9.8960073835264e-07,1,4,0,0.0688871610153143,1,1
"ENSG00000148180",1.96270829736341e-09,1,7,0,-0.0684535212684403,1,1
"ENSG00000174132",0.0134732916538983,1,3,0,0.0676798899689495,1,1
"ENSG00000135930",0.0172434938028124,1,3,0,-0.0660881079135342,1,1
"ENSG00000142676",0.0113643575825984,0,2,2,0.0637756152759281,1,1
"ENSG00000100902",0.0100865433413535,1,3,0,-0.0628694849836973,1,1
"ENSG00000163435",0.0331369926994795,1,3,0,-0.0626139154844904,1,1
"ENSG00000136521",0.00412240706792827,1,3,0,0.0615084894073131,1,1
"ENSG00000130255",0.0336375335315046,1,4,0,0.0581378116751623,1,1
"ENSG00000163463",0.00010918763239566,1,3,0,-0.056301195539693,1,1
"ENSG00000132475",0.0278283176020406,1,3,0,0.0536481962224149,1,1
"ENSG00000118680",0.0351159409879961,0,2,2,0.0520925742343042,1,1
"ENSG00000141401",0.0257275253387516,1,3,0,0.0517969148644837,1,1
"ENSG00000159720",0.0439521822150897,1,4,0,-0.0513548327137708,1,1
"ENSG00000159352",0.0449280657115106,1,3,0,0.0512404428436285,1,1
"ENSG00000117450",1.86142694403274e-08,0,2,2,-0.0495378470949472,1,1
"ENSG00000164032",0.00380131462546185,0,2,2,-0.0418736165732732,1,1
"ENSG00000189334",0.0181395821562783,1,3,0,-0.0354268922667735,1,1
"ENSG00000128422",1.20584525033025e-09,0,2,2,-0.034081668415585,1,1
"ENSG00000265681",0.0364372762795089,1,3,0,-0.0216798132198345,1,1
